time_ms,uio_in_0,analog_0,analog_1,analog_2
9.118407000000000595e-01,0.000000000000000000e+00,7.447397390000000117e-01,7.654676240000000131e-01,1.499998240000000038e+00
9.128406999999999494e-01,0.000000000000000000e+00,7.447932790000000303e-01,7.629233290000000389e-01,1.499998240000000038e+00
9.138406999999999503e-01,0.000000000000000000e+00,7.448470240000000242e-01,7.603711290000000345e-01,1.499998240000000038e+00
9.148407000000000622e-01,0.000000000000000000e+00,7.449009730000000218e-01,7.578112479999999929e-01,1.499998240000000038e+00
9.158407000000000631e-01,0.000000000000000000e+00,7.449551229999999968e-01,7.552439109999999900e-01,1.499998240000000038e+00
9.168406999999999529e-01,0.000000000000000000e+00,7.450094729999999776e-01,7.526693420000000190e-01,1.499998240000000038e+00
9.178406999999999538e-01,0.000000000000000000e+00,7.450640189999999663e-01,7.500877689999999598e-01,1.499998240000000038e+00
9.188406999999999547e-01,0.000000000000000000e+00,7.451187609999999628e-01,7.474994200000000255e-01,1.499998240000000038e+00
9.198407000000000666e-01,0.000000000000000000e+00,7.451736949999999693e-01,7.449045239999999568e-01,1.499998240000000038e+00
9.208407000000000675e-01,0.000000000000000000e+00,7.452288190000000423e-01,7.423033140000000474e-01,1.499998240000000038e+00
9.218406999999999574e-01,0.000000000000000000e+00,7.452841319999999881e-01,7.396960200000000096e-01,1.499998240000000038e+00
9.228406999999999583e-01,0.000000000000000000e+00,7.453396310000000025e-01,7.370828759999999980e-01,1.499998240000000038e+00
9.238406999999999591e-01,0.000000000000000000e+00,7.453953140000000310e-01,7.344641170000000274e-01,1.499998240000000038e+00
9.248407000000000711e-01,0.000000000000000000e+00,7.454511790000000193e-01,7.318399780000000021e-01,1.499998240000000038e+00
9.258406999999999609e-01,0.000000000000000000e+00,7.455072240000000239e-01,7.292106950000000198e-01,1.499998240000000038e+00
9.268406999999999618e-01,0.000000000000000000e+00,7.455634450000000468e-01,7.265765069999999826e-01,1.499998240000000038e+00
9.278406999999999627e-01,0.000000000000000000e+00,7.456198419999999771e-01,7.239376499999999881e-01,1.499998240000000038e+00
9.288407000000000746e-01,0.000000000000000000e+00,7.456764120000000107e-01,7.212943649999999929e-01,1.499998240000000038e+00
9.298407000000000755e-01,0.000000000000000000e+00,7.457331529999999820e-01,7.186468919999999816e-01,1.499998240000000038e+00
9.308406999999999654e-01,0.000000000000000000e+00,7.457900619999999758e-01,7.159954720000000217e-01,1.499998240000000038e+00
9.318406999999999663e-01,0.000000000000000000e+00,7.458471370000000489e-01,7.133403459999999585e-01,1.499998240000000038e+00
9.328406999999999671e-01,0.000000000000000000e+00,7.459043760000000356e-01,7.106817570000000250e-01,1.499998240000000038e+00
9.338407000000000791e-01,0.000000000000000000e+00,7.459617769999999926e-01,7.080199489999999818e-01,1.499998240000000038e+00
9.348406999999999689e-01,0.000000000000000000e+00,7.460193370000000046e-01,7.053551649999999507e-01,1.499998240000000038e+00
9.358406999999999698e-01,0.000000000000000000e+00,7.460770549999999890e-01,7.026876490000000253e-01,1.499998240000000038e+00
9.368406999999999707e-01,0.000000000000000000e+00,7.461349269999999478e-01,7.000176470000000206e-01,1.499998240000000038e+00
9.378407000000000826e-01,0.000000000000000000e+00,7.461929520000000204e-01,6.973454049999999738e-01,1.499998240000000038e+00
9.388407000000000835e-01,0.000000000000000000e+00,7.462511269999999586e-01,6.946711679999999500e-01,1.499998240000000038e+00
9.398406999999999734e-01,0.000000000000000000e+00,7.463094500000000409e-01,6.919951840000000409e-01,1.499998240000000038e+00
9.408406999999999742e-01,0.000000000000000000e+00,7.463679189999999908e-01,6.893177000000000332e-01,1.499998240000000038e+00
9.418406999999999751e-01,0.000000000000000000e+00,7.464265310000000042e-01,6.866389619999999638e-01,1.499998240000000038e+00
9.428407000000000870e-01,0.000000000000000000e+00,7.464852840000000267e-01,6.839592199999999789e-01,1.499998240000000038e+00
9.438406999999999769e-01,0.000000000000000000e+00,7.465441769999999755e-01,6.812787209999999760e-01,1.499998240000000038e+00
9.448406999999999778e-01,0.000000000000000000e+00,7.466032049999999920e-01,6.785977149999999902e-01,1.499998240000000038e+00
9.458406999999999787e-01,0.000000000000000000e+00,7.466623679999999652e-01,6.759164490000000303e-01,1.499998240000000038e+00
9.468406999999999796e-01,0.000000000000000000e+00,7.467216620000000082e-01,6.732351749999999635e-01,1.499998240000000038e+00
9.478407000000000915e-01,0.000000000000000000e+00,7.467810860000000384e-01,6.705541409999999924e-01,1.499998240000000038e+00
9.488406999999999814e-01,0.000000000000000000e+00,7.468406370000000294e-01,6.678735970000000410e-01,1.499998240000000038e+00
9.498406999999999822e-01,0.000000000000000000e+00,7.469003119999999551e-01,6.651937930000000332e-01,1.499998240000000038e+00
9.508406999999999831e-01,0.000000000000000000e+00,7.469601099999999549e-01,6.625149799999999756e-01,1.499998240000000038e+00
9.518407000000000950e-01,0.000000000000000000e+00,7.470200280000000026e-01,6.598374080000000141e-01,1.499998240000000038e+00
9.528406999999999849e-01,0.000000000000000000e+00,7.470800640000000437e-01,6.571613269999999618e-01,1.499998240000000038e+00
9.538406999999999858e-01,0.000000000000000000e+00,7.471402150000000519e-01,6.544869880000000473e-01,1.499998240000000038e+00
9.548406999999999867e-01,0.000000000000000000e+00,7.472004789999999730e-01,6.518146430000000269e-01,1.499998240000000038e+00
9.558406999999999876e-01,0.000000000000000000e+00,7.472608530000000027e-01,6.491445409999999638e-01,1.499998240000000038e+00
9.568406999999999885e-01,0.000000000000000000e+00,7.473213349999999755e-01,6.464769339999999476e-01,1.499998240000000038e+00
9.578406999999999893e-01,0.000000000000000000e+00,7.473819240000000308e-01,6.438120729999999847e-01,1.499998240000000038e+00
9.588406999999999902e-01,0.000000000000000000e+00,7.474426149999999769e-01,6.411502089999999709e-01,1.499998240000000038e+00
9.598406999999999911e-01,0.000000000000000000e+00,7.475034080000000358e-01,6.384915920000000522e-01,1.499998240000000038e+00
9.608406999999999920e-01,0.000000000000000000e+00,7.475642989999999877e-01,6.358364749999999566e-01,1.499998240000000038e+00
9.618406999999999929e-01,0.000000000000000000e+00,7.476252860000000000e-01,6.331851080000000520e-01,1.499998240000000038e+00
9.628406999999999938e-01,0.000000000000000000e+00,7.476863670000000184e-01,6.305377410000000404e-01,1.499998240000000038e+00
9.638406999999999947e-01,0.000000000000000000e+00,7.477475390000000166e-01,6.278946260000000112e-01,1.499998240000000038e+00
9.648406999999999956e-01,0.000000000000000000e+00,7.478088010000000230e-01,6.252560139999999711e-01,1.499998240000000038e+00
9.658406999999999965e-01,0.000000000000000000e+00,7.478701479999999568e-01,6.226221549999999549e-01,1.499998240000000038e+00
9.668406999999999973e-01,0.000000000000000000e+00,7.479315800000000403e-01,6.199933010000000522e-01,1.499998240000000038e+00
9.678406999999999982e-01,0.000000000000000000e+00,7.479930940000000250e-01,6.173697000000000212e-01,1.499998240000000038e+00
9.688406999999999991e-01,0.000000000000000000e+00,7.480546860000000242e-01,6.147516039999999515e-01,1.499998240000000038e+00
9.698407000000000000e-01,0.000000000000000000e+00,7.481163560000000379e-01,6.121392629999999890e-01,1.499998240000000038e+00
9.708407000000000009e-01,0.000000000000000000e+00,7.481780999999999571e-01,6.095329259999999749e-01,1.499998240000000038e+00
9.718407000000000018e-01,0.000000000000000000e+00,7.482399159999999494e-01,6.069328440000000269e-01,1.499998240000000038e+00
9.728407000000000027e-01,0.000000000000000000e+00,7.483018009999999887e-01,6.043392659999999861e-01,1.499998240000000038e+00
9.738407000000000036e-01,0.000000000000000000e+00,7.483637530000000204e-01,6.017524410000000268e-01,1.499998240000000038e+00
9.748407000000000044e-01,0.000000000000000000e+00,7.484257699999999902e-01,5.991726170000000185e-01,1.499998240000000038e+00
9.758407000000000053e-01,0.000000000000000000e+00,7.484878489999999829e-01,5.966000449999999677e-01,1.499998240000000038e+00
9.768406999999998952e-01,0.000000000000000000e+00,7.485499880000000550e-01,5.940349710000000227e-01,1.499998240000000038e+00
9.778407000000000071e-01,0.000000000000000000e+00,7.486121839999999583e-01,5.914776440000000246e-01,1.499998240000000038e+00
9.788406999999998970e-01,0.000000000000000000e+00,7.486744349999999715e-01,5.889283119999999538e-01,1.499998240000000038e+00
9.798407000000001199e-01,0.000000000000000000e+00,7.487367379999999573e-01,5.863872199999999868e-01,1.499998240000000038e+00
9.808407000000000098e-01,0.000000000000000000e+00,7.487990909999999722e-01,5.838546169999999647e-01,1.499998240000000038e+00
9.818406999999998996e-01,0.000000000000000000e+00,7.488614919999999620e-01,5.813307469999999810e-01,1.499998240000000038e+00
9.828407000000000115e-01,0.000000000000000000e+00,7.489239370000000395e-01,5.788158570000000447e-01,1.499998240000000038e+00
9.838406999999999014e-01,0.000000000000000000e+00,7.489864250000000112e-01,5.763101910000000272e-01,1.499998240000000038e+00
9.848407000000001243e-01,0.000000000000000000e+00,7.490489529999999618e-01,5.738139930000000222e-01,1.499998240000000038e+00
9.858407000000000142e-01,0.000000000000000000e+00,7.491115179999999762e-01,5.713275070000000122e-01,1.499998240000000038e+00
9.868406999999999041e-01,0.000000000000000000e+00,7.491741189999999717e-01,5.688509750000000365e-01,1.499998240000000038e+00
9.878407000000000160e-01,0.000000000000000000e+00,7.492367519999999503e-01,5.663846399999999948e-01,1.499998240000000038e+00
9.888407000000000169e-01,0.000000000000000000e+00,7.492994149999999687e-01,5.639287419999999829e-01,1.499998240000000038e+00
9.898407000000001288e-01,0.000000000000000000e+00,7.493621059999999723e-01,5.614835209999999854e-01,1.499998240000000038e+00
9.908407000000000187e-01,0.000000000000000000e+00,7.494248220000000460e-01,5.590492160000000155e-01,1.499998240000000038e+00
9.918406999999999085e-01,0.000000000000000000e+00,7.494875610000000243e-01,5.566260640000000315e-01,1.499998240000000038e+00
9.928407000000000204e-01,0.000000000000000000e+00,7.495503199999999921e-01,5.542143019999999920e-01,1.499998240000000038e+00
9.938407000000000213e-01,0.000000000000000000e+00,7.496130960000000343e-01,5.518141650000000231e-01,1.499998240000000038e+00
9.948406999999999112e-01,0.000000000000000000e+00,7.496758879999999570e-01,5.494258859999999745e-01,1.499998240000000038e+00
9.958407000000000231e-01,0.000000000000000000e+00,7.497386929999999561e-01,5.470496980000000287e-01,1.499998240000000038e+00
9.968406999999999130e-01,0.000000000000000000e+00,7.498015080000000054e-01,5.446858310000000092e-01,1.499998240000000038e+00
9.978407000000000249e-01,0.000000000000000000e+00,7.498643310000000506e-01,5.423345130000000180e-01,1.499998240000000038e+00
9.988407000000000258e-01,0.000000000000000000e+00,7.499271600000000371e-01,5.399959709999999635e-01,1.499998240000000038e+00
9.994203499999998463e-01,0.000000000000000000e+00,7.499635799999999630e-01,5.386502020000000224e-01,1.499998240000000038e+00
1.000000000000000000e+00,0.000000000000000000e+00,7.500000000000000000e-01,5.373056210000000110e-01,1.499998240000000038e+00
1.000000999999999918e+00,1.499999999999999944e-01,7.500000629999999946e-01,5.373033419999999616e-01,1.505394630000000067e+00
1.000002999999999975e+00,4.500000000000000111e-01,7.500001880000000121e-01,5.372987830000000020e-01,1.502551060000000049e+00
1.000004490000000024e+00,6.732868029999999893e-01,7.500002820000000181e-01,5.372953870000000132e-01,1.467710910000000091e+00
1.000005959999999972e+00,8.939762839999999544e-01,7.500003739999999697e-01,5.372920300000000315e-01,1.361105720000000074e+00
1.000006770000000156e+00,1.015423430000000016e+00,7.500004249999999706e-01,5.372901820000000050e-01,1.243993279999999979e+00
1.000007569999999957e+00,1.135494020000000104e+00,7.500004759999999715e-01,5.372883550000000508e-01,1.080002740000000072e+00
1.000008279999999861e+00,1.242000339999999925e+00,7.500005199999999483e-01,5.372867340000000436e-01,8.964975120000000519e-01
1.000008629999999954e+00,1.293987559999999926e+00,7.500005419999999923e-01,5.372859420000000163e-01,7.955557800000000457e-01
1.000008900000000089e+00,1.335387459999999971e+00,7.500005589999999556e-01,5.372853119999999594e-01,7.115452839999999446e-01
1.000009249999999961e+00,1.388201999999999936e+00,7.500005809999999995e-01,5.372845080000000495e-01,6.037977310000000042e-01
1.000009629999999872e+00,1.444101000000000079e+00,7.500006049999999869e-01,5.372836560000000539e-01,4.948967479999999974e-01
1.000010000000000066e+00,1.500000000000000000e+00,7.500006280000000025e-01,5.372828050000000299e-01,3.963469090000000250e-01
1.000010069999999862e+00,1.500000000000000000e+00,7.500006329999999721e-01,5.372826349999999529e-01,3.781929660000000193e-01
1.000010220000000061e+00,1.500000000000000000e+00,7.500006420000000507e-01,5.372822940000000491e-01,3.435545380000000204e-01
1.000010510000000075e+00,1.500000000000000000e+00,7.500006599999999857e-01,5.372816480000000006e-01,2.848521359999999780e-01
1.000011070000000002e+00,1.500000000000000000e+00,7.500006959999999667e-01,5.372803560000000145e-01,1.923814600000000041e-01
1.000011930000000104e+00,1.500000000000000000e+00,7.500007490000000221e-01,5.372784010000000166e-01,1.009492179999999933e-01
1.000012679999999987e+00,1.500000000000000000e+00,7.500007969999999968e-01,5.372766709999999835e-01,5.456975160000000075e-02
1.000013339999999973e+00,1.500000000000000000e+00,7.500008379999999475e-01,5.372751770000000482e-01,3.153429239999999689e-02
1.000013930000000162e+00,1.500000000000000000e+00,7.500008759999999830e-01,5.372738120000000173e-01,1.905189599999999872e-02
1.000014519999999907e+00,1.500000000000000000e+00,7.500009130000000468e-01,5.372724629999999779e-01,1.158288879999999979e-02
1.000015169999999953e+00,1.500000000000000000e+00,7.500009530000000257e-01,5.372709919999999473e-01,6.693941059999999887e-03
1.000015770000000082e+00,1.500000000000000000e+00,7.500009909999999502e-01,5.372696099999999531e-01,3.991662780000000341e-03
1.000016409999999967e+00,1.500000000000000000e+00,7.500010310000000402e-01,5.372681609999999663e-01,2.314172399999999893e-03
1.000017009999999873e+00,1.500000000000000000e+00,7.500010689999999647e-01,5.372667859999999962e-01,1.380071060000000053e-03
1.000017620000000163e+00,1.500000000000000000e+00,7.500011070000000002e-01,5.372653760000000167e-01,8.127850059999999809e-04
1.000018220000000069e+00,1.500000000000000000e+00,7.500011450000000357e-01,5.372640090000000423e-01,4.873135400000000255e-04
1.000018889999999994e+00,1.500000000000000000e+00,7.500011869999999581e-01,5.372624639999999951e-01,2.718147990000000023e-04
1.000019709999999895e+00,1.500000000000000000e+00,7.500012379999999590e-01,5.372605999999999771e-01,1.302113980000000129e-04
1.000020719999999974e+00,1.500000000000000000e+00,7.500013020000000363e-01,5.372582949999999968e-01,4.672483070000000026e-05
1.000021999999999966e+00,1.500000000000000000e+00,7.500013819999999942e-01,5.372553599999999596e-01,6.376583860000000391e-06
1.000023660000000092e+00,1.500000000000000000e+00,7.500014870000000222e-01,5.372515460000000243e-01,-5.795236349999999946e-06
1.000025949999999941e+00,1.500000000000000000e+00,7.500016299999999747e-01,5.372463010000000372e-01,-4.313771990000000351e-06
1.000029360000000089e+00,1.500000000000000000e+00,7.500018450000000003e-01,5.372384789999999910e-01,3.465536329999999864e-07
1.000035359999999818e+00,1.500000000000000000e+00,7.500022219999999962e-01,5.372247009999999712e-01,2.976072830000000095e-06
1.000047370000000102e+00,1.500000000000000000e+00,7.500029759999999879e-01,5.371971079999999787e-01,3.132670589999999923e-06
1.000071390000000005e+00,1.500000000000000000e+00,7.500044850000000540e-01,5.371418110000000246e-01,2.810267680000000085e-06
1.000119420000000092e+00,1.500000000000000000e+00,7.500075029999999643e-01,5.370309540000000048e-01,2.758733889999999851e-06
1.000215480000000046e+00,1.500000000000000000e+00,7.500135390000000069e-01,5.368088279999999601e-01,2.767224839999999848e-06
1.000407599999999952e+00,1.500000000000000000e+00,7.500256100000000092e-01,5.363643999999999634e-01,2.768452680000000131e-06
1.000791850000000149e+00,1.500000000000000000e+00,7.500497529999999857e-01,5.354765289999999789e-01,2.768393700000000057e-06
1.001560339999999938e+00,1.500000000000000000e+00,7.500980369999999953e-01,5.337053489999999956e-01,2.768387490000000188e-06
1.002560340000000050e+00,1.500000000000000000e+00,7.501608640000000383e-01,5.314134289999999927e-01,2.768387599999999952e-06
1.003560340000000162e+00,1.500000000000000000e+00,7.502236839999999463e-01,5.291379959999999993e-01,2.768387610000000200e-06
1.004560340000000052e+00,1.500000000000000000e+00,7.502864949999999977e-01,5.268768219999999669e-01,2.768387610000000200e-06
1.005560339999999941e+00,1.500000000000000000e+00,7.503492950000000272e-01,5.246298390000000422e-01,2.768387610000000200e-06
1.006560340000000053e+00,1.500000000000000000e+00,7.504120810000000086e-01,5.223972869999999880e-01,2.768387610000000200e-06
1.007560339999999943e+00,1.500000000000000000e+00,7.504748509999999984e-01,5.201793799999999690e-01,2.768387610000000200e-06
1.008560340000000055e+00,1.500000000000000000e+00,7.505376019999999704e-01,5.179763179999999911e-01,2.768387610000000200e-06
1.009560339999999945e+00,1.500000000000000000e+00,7.506003319999999812e-01,5.157882950000000077e-01,2.768387610000000200e-06
1.010560339999999835e+00,1.500000000000000000e+00,7.506630389999999764e-01,5.136155030000000288e-01,2.768387610000000200e-06
1.011560339999999947e+00,1.500000000000000000e+00,7.507257189999999580e-01,5.114581270000000401e-01,2.768387610000000200e-06
1.012560340000000059e+00,1.500000000000000000e+00,7.507883699999999827e-01,5.093163520000000277e-01,2.768387610000000200e-06
1.013560340000000171e+00,1.500000000000000000e+00,7.508509909999999676e-01,5.071903549999999816e-01,2.768387610000000200e-06
1.014560340000000060e+00,1.500000000000000000e+00,7.509135770000000543e-01,5.050803090000000051e-01,2.768387610000000200e-06
1.015560339999999950e+00,1.500000000000000000e+00,7.509761280000000205e-01,5.029863820000000096e-01,2.768387610000000200e-06
1.016560340000000062e+00,1.500000000000000000e+00,7.510386399999999796e-01,5.009087349999999939e-01,2.768387610000000200e-06
1.017560339999999952e+00,1.500000000000000000e+00,7.511011109999999880e-01,4.988475270000000128e-01,2.768387610000000200e-06
1.018560339999999842e+00,1.500000000000000000e+00,7.511635389999999912e-01,4.968029070000000158e-01,2.768387610000000200e-06
1.019560339999999954e+00,1.500000000000000000e+00,7.512259199999999915e-01,4.947750209999999815e-01,2.768387610000000200e-06
1.020560339999999844e+00,1.500000000000000000e+00,7.512882539999999887e-01,4.927640079999999756e-01,2.768387610000000200e-06
1.021560340000000178e+00,1.500000000000000000e+00,7.513505360000000133e-01,4.907699999999999840e-01,2.768387610000000200e-06
1.022560340000000068e+00,1.500000000000000000e+00,7.514127649999999825e-01,4.887931220000000243e-01,2.768387610000000200e-06
1.023560339999999957e+00,1.500000000000000000e+00,7.514749389999999529e-01,4.868334930000000060e-01,2.768387610000000200e-06
1.024560340000000069e+00,1.500000000000000000e+00,7.515370540000000377e-01,4.848912249999999813e-01,2.768387610000000200e-06
1.025560339999999959e+00,1.500000000000000000e+00,7.515991079999999602e-01,4.829664220000000063e-01,2.768387610000000200e-06
1.026560340000000071e+00,1.500000000000000000e+00,7.516610999999999709e-01,4.810591819999999741e-01,2.768387610000000200e-06
1.027560339999999961e+00,1.500000000000000000e+00,7.517230249999999891e-01,4.791695930000000048e-01,2.768387610000000200e-06
1.028560339999999851e+00,1.500000000000000000e+00,7.517848830000000149e-01,4.772977369999999997e-01,2.768387610000000200e-06
1.029560339999999963e+00,1.500000000000000000e+00,7.518466700000000502e-01,4.754436890000000027e-01,2.768387610000000200e-06
1.030560340000000075e+00,1.500000000000000000e+00,7.519083850000000124e-01,4.736075149999999789e-01,2.768387610000000200e-06
1.031560340000000187e+00,1.500000000000000000e+00,7.519700240000000147e-01,4.717892710000000100e-01,2.768387610000000200e-06
1.032560340000000076e+00,1.500000000000000000e+00,7.520315850000000024e-01,4.699890090000000131e-01,2.768387610000000200e-06
1.033560339999999966e+00,1.500000000000000000e+00,7.520930660000000323e-01,4.682067690000000226e-01,2.768387610000000200e-06
1.034560340000000078e+00,1.500000000000000000e+00,7.521544650000000498e-01,4.664425850000000207e-01,2.768387610000000200e-06
1.035560339999999968e+00,1.500000000000000000e+00,7.522157779999999461e-01,4.646964820000000218e-01,2.768387610000000200e-06
1.036560339999999858e+00,1.500000000000000000e+00,7.522770039999999714e-01,4.629684780000000166e-01,2.768387610000000200e-06
1.037560339999999970e+00,1.500000000000000000e+00,7.523381399999999886e-01,4.612585799999999736e-01,2.768387610000000200e-06
1.038560339999999860e+00,1.500000000000000000e+00,7.523991829999999714e-01,4.595667900000000028e-01,2.768387610000000200e-06
1.039560339999999972e+00,1.500000000000000000e+00,7.524601319999999482e-01,4.578930979999999984e-01,2.768387610000000200e-06
1.040560340000000084e+00,1.500000000000000000e+00,7.525209840000000039e-01,4.562374909999999950e-01,2.768387610000000200e-06
1.041560339999999973e+00,1.500000000000000000e+00,7.525817369999999729e-01,4.545999430000000063e-01,2.768387610000000200e-06
1.042560340000000085e+00,1.500000000000000000e+00,7.526423869999999683e-01,4.529804230000000209e-01,2.768387610000000200e-06
1.043560339999999975e+00,1.500000000000000000e+00,7.527029330000000185e-01,4.513788910000000043e-01,2.768387610000000200e-06
1.044560340000000087e+00,1.500000000000000000e+00,7.527633719999999862e-01,4.497953000000000090e-01,2.768387610000000200e-06
1.045560339999999977e+00,1.500000000000000000e+00,7.528237030000000107e-01,4.482295969999999796e-01,2.768387610000000200e-06
1.046560339999999867e+00,1.500000000000000000e+00,7.528839219999999832e-01,4.466817169999999781e-01,2.768387610000000200e-06
1.047560339999999979e+00,1.500000000000000000e+00,7.529440259999999885e-01,4.451515939999999838e-01,2.768387610000000200e-06
1.048560339999999869e+00,1.500000000000000000e+00,7.530040150000000265e-01,4.436391499999999821e-01,2.768387610000000200e-06
1.049560340000000203e+00,1.500000000000000000e+00,7.530638849999999884e-01,4.421443030000000163e-01,2.768387610000000200e-06
1.050560340000000092e+00,1.500000000000000000e+00,7.531236350000000135e-01,4.406669630000000226e-01,2.768387610000000200e-06
1.051560339999999982e+00,1.500000000000000000e+00,7.531832600000000211e-01,4.392070359999999951e-01,2.768387610000000200e-06
1.052560340000000094e+00,1.500000000000000000e+00,7.532427609999999829e-01,4.377644210000000147e-01,2.768387610000000200e-06
1.053560339999999984e+00,1.500000000000000000e+00,7.533021330000000404e-01,4.363390089999999999e-01,2.768387610000000200e-06
1.054560339999999874e+00,1.500000000000000000e+00,7.533613749999999998e-01,4.349306880000000097e-01,2.768387610000000200e-06
1.055560339999999986e+00,1.500000000000000000e+00,7.534204839999999459e-01,4.335393410000000225e-01,2.768387610000000200e-06
1.056560339999999876e+00,1.500000000000000000e+00,7.534794580000000463e-01,4.321648450000000197e-01,2.768387610000000200e-06
1.057560339999999988e+00,1.500000000000000000e+00,7.535382940000000529e-01,4.308070729999999848e-01,2.768387610000000200e-06
1.058560340000000100e+00,1.500000000000000000e+00,7.535969909999999938e-01,4.294658920000000157e-01,2.768387610000000200e-06
1.059560339999999989e+00,1.500000000000000000e+00,7.536555470000000367e-01,4.281411660000000174e-01,2.768387610000000200e-06
1.060560340000000101e+00,1.500000000000000000e+00,7.537139569999999900e-01,4.268327570000000071e-01,2.768387610000000200e-06
1.061560339999999991e+00,1.500000000000000000e+00,7.537722209999999645e-01,4.255405199999999777e-01,2.768387610000000200e-06
1.062560340000000103e+00,1.500000000000000000e+00,7.538303360000000453e-01,4.242643090000000061e-01,2.768387610000000200e-06
1.063560339999999993e+00,1.500000000000000000e+00,7.538882999999999557e-01,4.230039740000000048e-01,2.768387610000000200e-06
1.064560339999999883e+00,1.500000000000000000e+00,7.539461109999999744e-01,4.217593629999999982e-01,2.768387610000000200e-06
1.065560339999999995e+00,1.500000000000000000e+00,7.540037659999999642e-01,4.205303200000000130e-01,2.768387610000000200e-06
1.066560339999999885e+00,1.500000000000000000e+00,7.540612620000000099e-01,4.193166899999999919e-01,2.768387610000000200e-06
1.067560339999999997e+00,1.500000000000000000e+00,7.541185980000000288e-01,4.181183119999999920e-01,2.768387610000000200e-06
1.068560340000000108e+00,1.500000000000000000e+00,7.541757719999999665e-01,4.169350259999999864e-01,2.768387610000000200e-06
1.069560339999999998e+00,1.500000000000000000e+00,7.542327810000000188e-01,4.157666680000000059e-01,2.768387610000000200e-06
1.070560340000000110e+00,1.500000000000000000e+00,7.542896230000000202e-01,4.146130760000000248e-01,2.768387610000000200e-06
1.071560340000000000e+00,1.500000000000000000e+00,7.543462949999999445e-01,4.134740849999999912e-01,2.768387610000000200e-06
1.072560339999999890e+00,1.500000000000000000e+00,7.544027960000000421e-01,4.123495289999999924e-01,2.768387610000000200e-06
1.073560340000000002e+00,1.500000000000000000e+00,7.544591229999999538e-01,4.112392420000000048e-01,2.768387610000000200e-06
1.074560339999999892e+00,1.500000000000000000e+00,7.545152739999999580e-01,4.101430560000000058e-01,2.768387610000000200e-06
1.075560340000000004e+00,1.500000000000000000e+00,7.545712460000000288e-01,4.090608059999999990e-01,2.768387610000000200e-06
1.076560339999999893e+00,1.500000000000000000e+00,7.546270390000000550e-01,4.079923229999999901e-01,2.768387610000000200e-06
1.077560340000000005e+00,1.500000000000000000e+00,7.546826479999999560e-01,4.069374419999999826e-01,2.768387610000000200e-06
1.078560340000000117e+00,1.500000000000000000e+00,7.547380729999999538e-01,4.058959950000000094e-01,2.768387610000000200e-06
1.079560340000000007e+00,1.500000000000000000e+00,7.547933100000000506e-01,4.048678159999999915e-01,2.768387610000000200e-06
1.080560340000000119e+00,1.500000000000000000e+00,7.548483590000000243e-01,4.038527399999999878e-01,2.768387610000000200e-06
1.081560340000000009e+00,1.500000000000000000e+00,7.549032159999999880e-01,4.028506009999999748e-01,2.768387610000000200e-06
1.082560339999999899e+00,1.500000000000000000e+00,7.549578789999999984e-01,4.018612349999999833e-01,2.768387610000000200e-06
1.083560340000000011e+00,1.500000000000000000e+00,7.550123469999999726e-01,4.008844790000000158e-01,2.768387610000000200e-06
1.084560339999999901e+00,1.500000000000000000e+00,7.550666169999999955e-01,3.999201700000000193e-01,2.768387610000000200e-06
1.085560339999999790e+00,1.500000000000000000e+00,7.551206870000000126e-01,3.989681489999999942e-01,2.768387610000000200e-06
1.086560340000000124e+00,1.500000000000000000e+00,7.551745539999999979e-01,3.980282540000000258e-01,2.768387610000000200e-06
1.087560340000000014e+00,1.500000000000000000e+00,7.552282179999999512e-01,3.971003269999999752e-01,2.768387610000000200e-06
1.088560340000000126e+00,1.500000000000000000e+00,7.552816749999999857e-01,3.961842130000000073e-01,2.768387610000000200e-06
1.089560340000000016e+00,1.500000000000000000e+00,7.553349230000000469e-01,3.952797539999999832e-01,2.768387610000000200e-06
1.090560339999999906e+00,1.500000000000000000e+00,7.553879610000000522e-01,3.943867970000000112e-01,2.768387610000000200e-06
1.091560340000000018e+00,1.500000000000000000e+00,7.554407859999999753e-01,3.935051900000000047e-01,2.768387610000000200e-06
1.092560339999999908e+00,1.500000000000000000e+00,7.554933959999999837e-01,3.926347820000000155e-01,2.768387610000000200e-06
1.093560340000000020e+00,1.500000000000000000e+00,7.555457899999999949e-01,3.917754250000000105e-01,2.768387610000000200e-06
1.094560339999999909e+00,1.500000000000000000e+00,7.555979640000000108e-01,3.909269719999999837e-01,2.768387610000000200e-06
1.095560340000000021e+00,1.500000000000000000e+00,7.556499180000000315e-01,3.900892770000000120e-01,2.768387610000000200e-06
1.096560340000000133e+00,1.500000000000000000e+00,7.557016479999999481e-01,3.892621960000000048e-01,2.768387610000000200e-06
1.097560340000000023e+00,1.500000000000000000e+00,7.557531539999999826e-01,3.884455900000000073e-01,2.768387610000000200e-06
1.098560340000000135e+00,1.500000000000000000e+00,7.558044320000000260e-01,3.876393169999999833e-01,2.768387610000000200e-06
1.099560340000000025e+00,1.500000000000000000e+00,7.558554809999999957e-01,3.868432419999999761e-01,2.768387610000000200e-06
1.100560339999999915e+00,1.500000000000000000e+00,7.559062989999999482e-01,3.860572270000000028e-01,2.768387610000000200e-06
1.101560340000000027e+00,1.500000000000000000e+00,7.559568840000000511e-01,3.852811400000000219e-01,2.768387610000000200e-06
