 time            v(vin)          v(vout)        
 1.18928000e-03  7.59281016e-01  3.44963567e-01 
 1.19028000e-03  7.59304227e-01  3.44738824e-01 
 1.19128000e-03  7.59327070e-01  3.44517929e-01 
 1.19228000e-03  7.59349545e-01  3.44300871e-01 
 1.19328000e-03  7.59371651e-01  3.44088444e-01 
 1.19428000e-03  7.59393387e-01  3.43879590e-01 
 1.19528000e-03  7.59414753e-01  3.43675034e-01 
 1.19628000e-03  7.59435746e-01  3.43474755e-01 
 1.19728000e-03  7.59456367e-01  3.43278258e-01 
 1.19828000e-03  7.59476615e-01  3.43085749e-01 
 1.19928000e-03  7.59496488e-01  3.42897221e-01 
 1.20028000e-03  7.59515987e-01  3.42712458e-01 
 1.20128000e-03  7.59535110e-01  3.42531838e-01 
 1.20228000e-03  7.59553856e-01  3.42355150e-01 
 1.20328000e-03  7.59572226e-01  3.42182371e-01 
 1.20428000e-03  7.59590217e-01  3.42013649e-01 
 1.20528000e-03  7.59607830e-01  3.41848481e-01 
 1.20628000e-03  7.59625064e-01  3.41687478e-01 
 1.20728000e-03  7.59641917e-01  3.41530035e-01 
 1.20828000e-03  7.59658390e-01  3.41376563e-01 
 1.20928000e-03  7.59674482e-01  3.41226915e-01 
 1.21028000e-03  7.59690192e-01  3.41081071e-01 
 1.21128000e-03  7.59705519e-01  3.40939134e-01 
 1.21228000e-03  7.59720463e-01  3.40800746e-01 
 1.21328000e-03  7.59735023e-01  3.40666233e-01 
 1.21428000e-03  7.59749199e-01  3.40535478e-01 
 1.21528000e-03  7.59762990e-01  3.40408464e-01 
 1.21628000e-03  7.59776396e-01  3.40285268e-01 
 1.21728000e-03  7.59789416e-01  3.40165618e-01 
 1.21828000e-03  7.59802049e-01  3.40049758e-01 
 1.21928000e-03  7.59814295e-01  3.39937672e-01 
 1.22028000e-03  7.59826154e-01  3.39829199e-01 
 1.22128000e-03  7.59837625e-01  3.39724338e-01 
 1.22228000e-03  7.59848707e-01  3.39623212e-01 
 1.22328000e-03  7.59859401e-01  3.39525804e-01 
 1.22428000e-03  7.59869705e-01  3.39431989e-01 
 1.22528000e-03  7.59879620e-01  3.39341769e-01 
 1.22628000e-03  7.59889145e-01  3.39255233e-01 
 1.22728000e-03  7.59898279e-01  3.39172327e-01 
 1.22828000e-03  7.59907023e-01  3.39093077e-01 
 1.22928000e-03  7.59915376e-01  3.39017402e-01 
 1.23028000e-03  7.59923337e-01  3.38945302e-01 
 1.23128000e-03  7.59930906e-01  3.38876836e-01 
 1.23228000e-03  7.59938083e-01  3.38811965e-01 
 1.23328000e-03  7.59944868e-01  3.38750682e-01 
 1.23428000e-03  7.59951260e-01  3.38692984e-01 
 1.23528000e-03  7.59957260e-01  3.38638863e-01 
 1.23628000e-03  7.59962866e-01  3.38588332e-01 
 1.23728000e-03  7.59968079e-01  3.38541340e-01 
 1.23828000e-03  7.59972899e-01  3.38497928e-01 
 1.23928000e-03  7.59977325e-01  3.38458079e-01 
 1.24028000e-03  7.59981357e-01  3.38421787e-01 
 1.24128000e-03  7.59984994e-01  3.38389057e-01 
 1.24228000e-03  7.59988238e-01  3.38359867e-01 
 1.24328000e-03  7.59991087e-01  3.38334232e-01 
 1.24428000e-03  7.59993542e-01  3.38312145e-01 
 1.24528000e-03  7.59995603e-01  3.38293604e-01 
 1.24628000e-03  7.59997269e-01  3.38278607e-01 
 1.24728000e-03  7.59998540e-01  3.38267153e-01 
 1.24828000e-03  7.59999416e-01  3.38259241e-01 
 1.24928000e-03  7.59999898e-01  3.38254869e-01 
 1.25028000e-03  7.59999985e-01  3.38254039e-01 
 1.25128000e-03  7.59999677e-01  3.38256749e-01 
 1.25228000e-03  7.59998974e-01  3.38263000e-01 
 1.25328000e-03  7.59997876e-01  3.38272792e-01 
 1.25428000e-03  7.59996384e-01  3.38286127e-01 
 1.25528000e-03  7.59994498e-01  3.38303005e-01 
 1.25628000e-03  7.59992216e-01  3.38323428e-01 
 1.25728000e-03  7.59989540e-01  3.38347398e-01 
 1.25828000e-03  7.59986470e-01  3.38374916e-01 
 1.25928000e-03  7.59983006e-01  3.38405985e-01 
 1.26028000e-03  7.59979147e-01  3.38440607e-01 
 1.26128000e-03  7.59974895e-01  3.38478787e-01 
 1.26228000e-03  7.59970248e-01  3.38520526e-01 
 1.26328000e-03  7.59965208e-01  3.38565829e-01 
 1.26428000e-03  7.59959775e-01  3.38614699e-01 
 1.26528000e-03  7.59953949e-01  3.38667141e-01 
 1.26628000e-03  7.59947729e-01  3.38723159e-01 
 1.26728000e-03  7.59941117e-01  3.38782757e-01 
 1.26828000e-03  7.59934112e-01  3.38845942e-01 
 1.26928000e-03  7.59926715e-01  3.38912719e-01 
 1.27028000e-03  7.59918927e-01  3.38983093e-01 
 1.27128000e-03  7.59910746e-01  3.39057070e-01 
 1.27228000e-03  7.59902175e-01  3.39134658e-01 
 1.27328000e-03  7.59893212e-01  3.39215862e-01 
 1.27428000e-03  7.59883859e-01  3.39300689e-01 
 1.27528000e-03  7.59874116e-01  3.39389149e-01 
 1.27628000e-03  7.59863983e-01  3.39481247e-01 
 1.27728000e-03  7.59853460e-01  3.39576992e-01 
 1.27828000e-03  7.59842549e-01  3.39676393e-01 
 1.27928000e-03  7.59831249e-01  3.39779458e-01 
 1.28028000e-03  7.59819561e-01  3.39886197e-01 
 1.28128000e-03  7.59807485e-01  3.39996618e-01 
 1.28228000e-03  7.59795022e-01  3.40110733e-01 
 1.28328000e-03  7.59782172e-01  3.40228550e-01 
 1.28428000e-03  7.59768936e-01  3.40350081e-01 
 1.28528000e-03  7.59755315e-01  3.40475336e-01 
 1.28628000e-03  7.59741308e-01  3.40604327e-01 
 1.28728000e-03  7.59726917e-01  3.40737065e-01 
 1.28828000e-03  7.59712142e-01  3.40873562e-01 
 1.28928000e-03  7.59696983e-01  3.41013832e-01 
 1.29028000e-03  7.59681441e-01  3.41157886e-01 
 1.29128000e-03  7.59665518e-01  3.41305737e-01 
 1.29228000e-03  7.59649212e-01  3.41457400e-01 
 1.29328000e-03  7.59632526e-01  3.41612888e-01 
 1.29428000e-03  7.59615460e-01  3.41772215e-01 
 1.29528000e-03  7.59598014e-01  3.41935397e-01 
 1.29628000e-03  7.59580189e-01  3.42102448e-01 
 1.29728000e-03  7.59561986e-01  3.42273385e-01 
 1.29828000e-03  7.59543405e-01  3.42448222e-01 
 1.29928000e-03  7.59524447e-01  3.42626977e-01 
 1.30028000e-03  7.59505114e-01  3.42809859e-01 
 1.30128000e-03  7.59485405e-01  3.42996315e-01 
 1.30228000e-03  7.59465322e-01  3.43186918e-01 
 1.30328000e-03  7.59444865e-01  3.43381518e-01 
 1.30428000e-03  7.59424036e-01  3.43580123e-01 
 1.30528000e-03  7.59402834e-01  3.43782991e-01 
 1.30628000e-03  7.59381261e-01  3.43989438e-01 
 1.30728000e-03  7.59359317e-01  3.44200170e-01 
 1.30828000e-03  7.59337005e-01  3.44415265e-01 
 1.30928000e-03  7.59314323e-01  3.44633943e-01 
 1.31028000e-03  7.59291274e-01  3.44856996e-01 
 1.31128000e-03  7.59267858e-01  3.45084212e-01 
 1.31228000e-03  7.59244076e-01  3.45315907e-01 
 1.31328000e-03  7.59219930e-01  3.45551512e-01 
 1.31428000e-03  7.59195419e-01  3.45790997e-01 
 1.31528000e-03  7.59170545e-01  3.46035377e-01 
 1.31628000e-03  7.59145309e-01  3.46283367e-01 
 1.31728000e-03  7.59119712e-01  3.46535967e-01 
 1.31828000e-03  7.59093756e-01  3.46793283e-01 
 1.31928000e-03  7.59067440e-01  3.47054589e-01 
 1.32028000e-03  7.59040766e-01  3.47319852e-01 
 1.32128000e-03  7.59013735e-01  3.47589896e-01 
 1.32228000e-03  7.58986348e-01  3.47864820e-01 
 1.32328000e-03  7.58958607e-01  3.48143795e-01 
 1.32428000e-03  7.58930512e-01  3.48427244e-01 
 1.32528000e-03  7.58902064e-01  3.48714742e-01 
 1.32628000e-03  7.58873265e-01  3.49007233e-01 
 1.32728000e-03  7.58844116e-01  3.49304830e-01 
 1.32828000e-03  7.58814618e-01  3.49606565e-01 
 1.32928000e-03  7.58784771e-01  3.49912393e-01 
 1.33028000e-03  7.58754578e-01  3.50223959e-01 
 1.33128000e-03  7.58724039e-01  3.50539175e-01 
 1.33228000e-03  7.58693156e-01  3.50859649e-01 
 1.33328000e-03  7.58661929e-01  3.51185540e-01 
 1.33428000e-03  7.58630361e-01  3.51515684e-01 
 1.33528000e-03  7.58598451e-01  3.51850665e-01 
 1.33628000e-03  7.58566203e-01  3.52190550e-01 
 1.33728000e-03  7.58533616e-01  3.52535372e-01 
 1.33828000e-03  7.58500692e-01  3.52885173e-01 
 1.33928000e-03  7.58467433e-01  3.53239993e-01 
 1.34028000e-03  7.58433839e-01  3.53599873e-01 
 1.34128000e-03  7.58399913e-01  3.53964856e-01 
 1.34228000e-03  7.58365655e-01  3.54334985e-01 
 1.34328000e-03  7.58331066e-01  3.54710304e-01 
 1.34428000e-03  7.58296149e-01  3.55090859e-01 
 1.34528000e-03  7.58260904e-01  3.55476695e-01 
 1.34628000e-03  7.58225333e-01  3.55867861e-01 
 1.34728000e-03  7.58189438e-01  3.56264403e-01 
 1.34828000e-03  7.58153219e-01  3.56666370e-01 
 1.34928000e-03  7.58116678e-01  3.57073814e-01 
 1.35028000e-03  7.58079817e-01  3.57486784e-01 
 1.35128000e-03  7.58042636e-01  3.57905334e-01 
 1.35228000e-03  7.58005139e-01  3.58329515e-01 
 1.35328000e-03  7.57967325e-01  3.58759383e-01 
 1.35428000e-03  7.57929196e-01  3.59194993e-01 
 1.35528000e-03  7.57890755e-01  3.59636401e-01 
 1.35628000e-03  7.57852002e-01  3.60083666e-01 
 1.35728000e-03  7.57812939e-01  3.60536845e-01 
 1.35828000e-03  7.57773568e-01  3.60995999e-01 
 1.35928000e-03  7.57733890e-01  3.61461190e-01 
 1.36028000e-03  7.57693906e-01  3.61932479e-01 
 1.36128000e-03  7.57653619e-01  3.62409931e-01 
 1.36228000e-03  7.57613030e-01  3.62893610e-01 
 1.36328000e-03  7.57572140e-01  3.63383584e-01 
 1.36428000e-03  7.57530951e-01  3.63879919e-01 
 1.36528000e-03  7.57489465e-01  3.64382686e-01 
 1.36628000e-03  7.57447683e-01  3.64891953e-01 
 1.36728000e-03  7.57405607e-01  3.65407794e-01 
 1.36828000e-03  7.57363239e-01  3.65930282e-01 
 1.36928000e-03  7.57320580e-01  3.66459490e-01 
 1.37028000e-03  7.57277632e-01  3.66995497e-01 
 1.37128000e-03  7.57234397e-01  3.67538378e-01 
 1.37228000e-03  7.57190876e-01  3.68088215e-01 
 1.37328000e-03  7.57147071e-01  3.68645086e-01 
 1.37428000e-03  7.57102984e-01  3.69209076e-01 
 1.37528000e-03  7.57058617e-01  3.69780268e-01 
 1.37628000e-03  7.57013971e-01  3.70358747e-01 
 1.37728000e-03  7.56969048e-01  3.70944601e-01 
 1.37828000e-03  7.56923850e-01  3.71537920e-01 
 1.37928000e-03  7.56878379e-01  3.72138792e-01 
 1.38028000e-03  7.56832636e-01  3.72747313e-01 
 1.38128000e-03  7.56786623e-01  3.73363574e-01 
 1.38228000e-03  7.56740343e-01  3.73987673e-01 
 1.38328000e-03  7.56693796e-01  3.74619706e-01 
 1.38428000e-03  7.56646985e-01  3.75259775e-01 
 1.38528000e-03  7.56599912e-01  3.75907979e-01 
 1.38628000e-03  7.56552578e-01  3.76564423e-01 
 1.38728000e-03  7.56504985e-01  3.77229212e-01 
 1.38828000e-03  7.56457136e-01  3.77902452e-01 
 1.38928000e-03  7.56409032e-01  3.78584253e-01 
 1.39028000e-03  7.56360674e-01  3.79274725e-01 
 1.39128000e-03  7.56312066e-01  3.79973982e-01 
 1.39228000e-03  7.56263208e-01  3.80682137e-01 
 1.39328000e-03  7.56214104e-01  3.81399309e-01 
 1.39428000e-03  7.56164753e-01  3.82125616e-01 
 1.39528000e-03  7.56115160e-01  3.82861178e-01 
 1.39628000e-03  7.56065325e-01  3.83606119e-01 
 1.39728000e-03  7.56015251e-01  3.84360562e-01 
 1.39828000e-03  7.55964939e-01  3.85124636e-01 
 1.39928000e-03  7.55914391e-01  3.85898468e-01 
 1.40028000e-03  7.55863610e-01  3.86682189e-01 
 1.40128000e-03  7.55812598e-01  3.87475933e-01 
 1.40228000e-03  7.55761356e-01  3.88279833e-01 
 1.40328000e-03  7.55709887e-01  3.89094027e-01 
 1.40428000e-03  7.55658192e-01  3.89918653e-01 
 1.40528000e-03  7.55606274e-01  3.90753852e-01 
 1.40628000e-03  7.55554135e-01  3.91599765e-01 
 1.40728000e-03  7.55501776e-01  3.92456539e-01 
 1.40828000e-03  7.55449200e-01  3.93324318e-01 
 1.40928000e-03  7.55396409e-01  3.94203250e-01 
 1.41028000e-03  7.55343405e-01  3.95093486e-01 
 1.41128000e-03  7.55290191e-01  3.95995176e-01 
 1.41228000e-03  7.55236767e-01  3.96908474e-01 
 1.41328000e-03  7.55183136e-01  3.97833534e-01 
 1.41428000e-03  7.55129301e-01  3.98770512e-01 
 1.41528000e-03  7.55075263e-01  3.99719567e-01 
 1.41628000e-03  7.55021025e-01  4.00680856e-01 
 1.41728000e-03  7.54966589e-01  4.01654540e-01 
 1.41828000e-03  7.54911957e-01  4.02640781e-01 
 1.41928000e-03  7.54857130e-01  4.03639741e-01 
 1.42028000e-03  7.54802113e-01  4.04651583e-01 
 1.42128000e-03  7.54746905e-01  4.05676472e-01 
 1.42228000e-03  7.54691510e-01  4.06714572e-01 
 1.42328000e-03  7.54635930e-01  4.07766049e-01 
 1.42428000e-03  7.54580167e-01  4.08831069e-01 
 1.42528000e-03  7.54524223e-01  4.09909798e-01 
 1.42628000e-03  7.54468100e-01  4.11002403e-01 
 1.42728000e-03  7.54411801e-01  4.12109050e-01 
 1.42828000e-03  7.54355328e-01  4.13229905e-01 
 1.42928000e-03  7.54298683e-01  4.14365134e-01 
 1.43028000e-03  7.54241868e-01  4.15514902e-01 
 1.43128000e-03  7.54184885e-01  4.16679374e-01 
 1.43228000e-03  7.54127738e-01  4.17858712e-01 
 1.43328000e-03  7.54070428e-01  4.19053079e-01 
 1.43428000e-03  7.54012956e-01  4.20262635e-01 
 1.43528000e-03  7.53955327e-01  4.21487540e-01 
 1.43628000e-03  7.53897541e-01  4.22727950e-01 
 1.43728000e-03  7.53839601e-01  4.23984021e-01 
 1.43828000e-03  7.53781510e-01  4.25255904e-01 
 1.43928000e-03  7.53723270e-01  4.26543750e-01 
 1.44028000e-03  7.53664882e-01  4.27847705e-01 
 1.44128000e-03  7.53606350e-01  4.29167913e-01 
 1.44228000e-03  7.53547676e-01  4.30504514e-01 
 1.44328000e-03  7.53488861e-01  4.31857645e-01 
 1.44428000e-03  7.53429909e-01  4.33227437e-01 
 1.44528000e-03  7.53370821e-01  4.34614019e-01 
 1.44628000e-03  7.53311600e-01  4.36017514e-01 
 1.44728000e-03  7.53252249e-01  4.37438041e-01 
 1.44828000e-03  7.53192769e-01  4.38875713e-01 
 1.44928000e-03  7.53133163e-01  4.40330639e-01 
 1.45028000e-03  7.53073433e-01  4.41802920e-01 
 1.45128000e-03  7.53013582e-01  4.43292654e-01 
 1.45228000e-03  7.52953612e-01  4.44799932e-01 
 1.45328000e-03  7.52893526e-01  4.46324836e-01 
 1.45428000e-03  7.52833325e-01  4.47867445e-01 
 1.45528000e-03  7.52773012e-01  4.49427829e-01 
 1.45628000e-03  7.52712590e-01  4.51006053e-01 
 1.45728000e-03  7.52652061e-01  4.52602172e-01 
 1.45828000e-03  7.52591427e-01  4.54216236e-01 
 1.45928000e-03  7.52530691e-01  4.55848286e-01 
 1.46028000e-03  7.52469855e-01  4.57498356e-01 
 1.46128000e-03  7.52408921e-01  4.59166472e-01 
 1.46228000e-03  7.52347892e-01  4.60852653e-01 
 1.46328000e-03  7.52286771e-01  4.62556908e-01 
 1.46428000e-03  7.52225559e-01  4.64279240e-01 
 1.46528000e-03  7.52164260e-01  4.66019642e-01 
 1.46628000e-03  7.52102875e-01  4.67778100e-01 
 1.46728000e-03  7.52041407e-01  4.69554592e-01 
 1.46828000e-03  7.51979858e-01  4.71349086e-01 
 1.46928000e-03  7.51918231e-01  4.73161545e-01 
 1.47028000e-03  7.51856529e-01  4.74991920e-01 
 1.47128000e-03  7.51794753e-01  4.76840156e-01 
 1.47228000e-03  7.51732907e-01  4.78706192e-01 
 1.47328000e-03  7.51670991e-01  4.80589954e-01 
 1.47428000e-03  7.51609010e-01  4.82491365e-01 
 1.47528000e-03  7.51546966e-01  4.84410338e-01 
 1.47628000e-03  7.51484860e-01  4.86346779e-01 
 1.47728000e-03  7.51422696e-01  4.88300585e-01 
 1.47828000e-03  7.51360476e-01  4.90271648e-01 
 1.47928000e-03  7.51298202e-01  4.92259852e-01 
 1.48028000e-03  7.51235876e-01  4.94265075e-01 
 1.48128000e-03  7.51173502e-01  4.96287186e-01 
 1.48228000e-03  7.51111082e-01  4.98326049e-01 
 1.48328000e-03  7.51048617e-01  5.00381523e-01 
 1.48428000e-03  7.50986112e-01  5.02453458e-01 
 1.48528000e-03  7.50923567e-01  5.04541700e-01 
 1.48628000e-03  7.50860986e-01  5.06646090e-01 
 1.48728000e-03  7.50798371e-01  5.08766462e-01 
 1.48828000e-03  7.50735724e-01  5.10902644e-01 
 1.48928000e-03  7.50673048e-01  5.13054463e-01 
 1.49028000e-03  7.50610346e-01  5.15221736e-01 
 1.49128000e-03  7.50547620e-01  5.17404280e-01 
 1.49228000e-03  7.50484872e-01  5.19601905e-01 
 1.49328000e-03  7.50422105e-01  5.21814418e-01 
 1.49428000e-03  7.50359321e-01  5.24041621e-01 
 1.49528000e-03  7.50296523e-01  5.26283314e-01 
 1.49628000e-03  7.50233713e-01  5.28539292e-01 
 1.49728000e-03  7.50170894e-01  5.30809348e-01 
 1.49828000e-03  7.50108069e-01  5.33093270e-01 
 1.49928000e-03  7.50045239e-01  5.35390846e-01 
 1.50028000e-03  7.49982407e-01  5.37701858e-01 
 1.50128000e-03  7.49919576e-01  5.40026088e-01 
 1.50228000e-03  7.49856748e-01  5.42363313e-01 
 1.50328000e-03  7.49793926e-01  5.44713311e-01 
 1.50428000e-03  7.49731112e-01  5.47075856e-01 
 1.50528000e-03  7.49668309e-01  5.49450720e-01 
 1.50628000e-03  7.49605518e-01  5.51837672e-01 
 1.50728000e-03  7.49542744e-01  5.54236483e-01 
 1.50828000e-03  7.49479987e-01  5.56646919e-01 
 1.50928000e-03  7.49417251e-01  5.59068745e-01 
 1.51028000e-03  7.49354538e-01  5.61501726e-01 
 1.51128000e-03  7.49291850e-01  5.63945625e-01 
 1.51228000e-03  7.49229190e-01  5.66400203e-01 
 1.51328000e-03  7.49166561e-01  5.68865222e-01 
 1.51428000e-03  7.49103965e-01  5.71340440e-01 
 1.51528000e-03  7.49041403e-01  5.73825618e-01 
 1.51628000e-03  7.48978880e-01  5.76320511e-01 
 1.51728000e-03  7.48916397e-01  5.78824879e-01 
 1.51828000e-03  7.48853957e-01  5.81338476e-01 
 1.51928000e-03  7.48791563e-01  5.83861059e-01 
 1.52028000e-03  7.48729215e-01  5.86392382e-01 
 1.52128000e-03  7.48666918e-01  5.88932201e-01 
 1.52228000e-03  7.48604674e-01  5.91480268e-01 
 1.52328000e-03  7.48542485e-01  5.94036338e-01 
 1.52428000e-03  7.48480353e-01  5.96600163e-01 
 1.52528000e-03  7.48418281e-01  5.99171496e-01 
 1.52628000e-03  7.48356272e-01  6.01750090e-01 
 1.52728000e-03  7.48294328e-01  6.04335695e-01 
 1.52828000e-03  7.48232451e-01  6.06928063e-01 
 1.52928000e-03  7.48170644e-01  6.09526946e-01 
 1.53028000e-03  7.48108908e-01  6.12132094e-01 
 1.53128000e-03  7.48047248e-01  6.14743258e-01 
 1.53228000e-03  7.47985665e-01  6.17360189e-01 
 1.53328000e-03  7.47924161e-01  6.19982637e-01 
 1.53428000e-03  7.47862739e-01  6.22610352e-01 
 1.53528000e-03  7.47801402e-01  6.25243083e-01 
 1.53628000e-03  7.47740151e-01  6.27880581e-01 
 1.53728000e-03  7.47678990e-01  6.30522595e-01 
 1.53828000e-03  7.47617920e-01  6.33168875e-01 
 1.53928000e-03  7.47556944e-01  6.35819169e-01 
 1.54028000e-03  7.47496065e-01  6.38473228e-01 
 1.54128000e-03  7.47435284e-01  6.41130801e-01 
 1.54228000e-03  7.47374605e-01  6.43791637e-01 
 1.54328000e-03  7.47314030e-01  6.46455485e-01 
 1.54428000e-03  7.47253560e-01  6.49122095e-01 
 1.54528000e-03  7.47193199e-01  6.51791216e-01 
 1.54628000e-03  7.47132949e-01  6.54462596e-01 
 1.54728000e-03  7.47072811e-01  6.57135986e-01 
 1.54828000e-03  7.47012790e-01  6.59811136e-01 
 1.54928000e-03  7.46952886e-01  6.62487793e-01 
 1.55028000e-03  7.46893103e-01  6.65165709e-01 
 1.55128000e-03  7.46833442e-01  6.67844633e-01 
 1.55228000e-03  7.46773907e-01  6.70524315e-01 
 1.55328000e-03  7.46714498e-01  6.73204505e-01 
 1.55428000e-03  7.46655220e-01  6.75884954e-01 
 1.55528000e-03  7.46596073e-01  6.78565412e-01 
 1.55628000e-03  7.46537061e-01  6.81245630e-01 
 1.55728000e-03  7.46478186e-01  6.83925358e-01 
 1.55828000e-03  7.46419449e-01  6.86604350e-01 
 1.55928000e-03  7.46360854e-01  6.89282356e-01 
 1.56028000e-03  7.46302403e-01  6.91959128e-01 
 1.56128000e-03  7.46244097e-01  6.94634420e-01 
 1.56228000e-03  7.46185940e-01  6.97307984e-01 
 1.56328000e-03  7.46127934e-01  6.99979573e-01 
 1.56428000e-03  7.46070080e-01  7.02648942e-01 
 1.56528000e-03  7.46012381e-01  7.05315844e-01 
 1.56628000e-03  7.45954840e-01  7.07980036e-01 
 1.56728000e-03  7.45897459e-01  7.10641272e-01 
 1.56828000e-03  7.45840239e-01  7.13299309e-01 
 1.56928000e-03  7.45783184e-01  7.15953904e-01 
 1.57028000e-03  7.45726295e-01  7.18604813e-01 
 1.57128000e-03  7.45669575e-01  7.21251797e-01 
 1.57228000e-03  7.45613026e-01  7.23894613e-01 
 1.57328000e-03  7.45556650e-01  7.26533021e-01 
 1.57428000e-03  7.45500450e-01  7.29166783e-01 
 1.57528000e-03  7.45444427e-01  7.31795659e-01 
 1.57628000e-03  7.45388584e-01  7.34419413e-01 
 1.57728000e-03  7.45332923e-01  7.37037808e-01 
 1.57828000e-03  7.45277446e-01  7.39650609e-01 
 1.57928000e-03  7.45222156e-01  7.42257580e-01 
 1.58028000e-03  7.45167054e-01  7.44858490e-01 
 1.58128000e-03  7.45112143e-01  7.47453105e-01 
 1.58228000e-03  7.45057425e-01  7.50041195e-01 
 1.58328000e-03  7.45002902e-01  7.52622530e-01 
 1.58428000e-03  7.44948577e-01  7.55196882e-01 
 1.58528000e-03  7.44894451e-01  7.57764023e-01 
 1.58628000e-03  7.44840526e-01  7.60323728e-01 
 1.58728000e-03  7.44786805e-01  7.62875772e-01 
 1.58828000e-03  7.44733290e-01  7.65419933e-01 
 1.58928000e-03  7.44679983e-01  7.67955989e-01 
 1.59028000e-03  7.44626886e-01  7.70483721e-01 
 1.59128000e-03  7.44574001e-01  7.73002910e-01 
 1.59228000e-03  7.44521330e-01  7.75513340e-01 
 1.59328000e-03  7.44468876e-01  7.78014796e-01 
 1.59428000e-03  7.44416640e-01  7.80507064e-01 
 1.59528000e-03  7.44364624e-01  7.82989934e-01 
 1.59628000e-03  7.44312831e-01  7.85463197e-01 
 1.59728000e-03  7.44261262e-01  7.87926644e-01 
 1.59828000e-03  7.44209920e-01  7.90380070e-01 
 1.59928000e-03  7.44158807e-01  7.92823271e-01 
 1.60028000e-03  7.44107924e-01  7.95256046e-01 
 1.60128000e-03  7.44057273e-01  7.97678196e-01 
 1.60228000e-03  7.44006858e-01  8.00089522e-01 
 1.60328000e-03  7.43956678e-01  8.02489830e-01 
 1.60428000e-03  7.43906738e-01  8.04878926e-01 
 1.60528000e-03  7.43857038e-01  8.07256620e-01 
 1.60628000e-03  7.43807580e-01  8.09622724e-01 
 1.60728000e-03  7.43758367e-01  8.11977051e-01 
 1.60828000e-03  7.43709401e-01  8.14319417e-01 
 1.60928000e-03  7.43660682e-01  8.16649642e-01 
 1.61028000e-03  7.43612214e-01  8.18967725e-01 
 1.61128000e-03  7.43563999e-01  8.21272975e-01 
 1.61228000e-03  7.43516037e-01  8.23565942e-01 
 1.61328000e-03  7.43468331e-01  8.25845613e-01 
 1.61428000e-03  7.43420883e-01  8.28112793e-01 
 1.61528000e-03  7.43373695e-01  8.30366580e-01 
 1.61628000e-03  7.43326768e-01  8.32606983e-01 
 1.61728000e-03  7.43280105e-01  8.34833449e-01 
 1.61828000e-03  7.43233707e-01  8.37047077e-01 
 1.61928000e-03  7.43187577e-01  8.39246571e-01 
 1.62028000e-03  7.43141715e-01  8.41432033e-01 
 1.62128000e-03  7.43096124e-01  8.43603381e-01 
 1.62228000e-03  7.43050805e-01  8.45760471e-01 
 1.62328000e-03  7.43005761e-01  8.47903155e-01 
 1.62428000e-03  7.42960993e-01  8.50031294e-01 
 1.62528000e-03  7.42916503e-01  8.52144749e-01 
 1.62628000e-03  7.42872293e-01  8.54243387e-01 
 1.62728000e-03  7.42828363e-01  8.56327075e-01 
 1.62828000e-03  7.42784718e-01  8.58395686e-01 
 1.62928000e-03  7.42741356e-01  8.60449093e-01 
 1.63028000e-03  7.42698282e-01  8.62487174e-01 
 1.63128000e-03  7.42655496e-01  8.64509809e-01 
 1.63228000e-03  7.42612999e-01  8.66516883e-01 
 1.63328000e-03  7.42570794e-01  8.68508281e-01 
 1.63428000e-03  7.42528883e-01  8.70483895e-01 
 1.63528000e-03  7.42487267e-01  8.72443616e-01 
 1.63628000e-03  7.42445947e-01  8.74387341e-01 
 1.63728000e-03  7.42404925e-01  8.76314969e-01 
 1.63828000e-03  7.42364203e-01  8.78226403e-01 
 1.63928000e-03  7.42323783e-01  8.80121547e-01 
 1.64028000e-03  7.42283665e-01  8.82000311e-01 
 1.64128000e-03  7.42243853e-01  8.83862606e-01 
 1.64228000e-03  7.42204346e-01  8.85708346e-01 
 1.64328000e-03  7.42165147e-01  8.87537450e-01 
 1.64428000e-03  7.42126258e-01  8.89349839e-01 
 1.64528000e-03  7.42087679e-01  8.91145436e-01 
 1.64628000e-03  7.42049413e-01  8.92924168e-01 
 1.64728000e-03  7.42011461e-01  8.94685967e-01 
 1.64828000e-03  7.41973824e-01  8.96430764e-01 
 1.64928000e-03  7.41936504e-01  8.98158496e-01 
 1.65028000e-03  7.41899502e-01  8.99869102e-01 
 1.65128000e-03  7.41862820e-01  9.01562525e-01 
 1.65228000e-03  7.41826459e-01  9.03238709e-01 
 1.65328000e-03  7.41790421e-01  9.04897603e-01 
 1.65428000e-03  7.41754707e-01  9.06539156e-01 
 1.65528000e-03  7.41719318e-01  9.08163324e-01 
 1.65628000e-03  7.41684257e-01  9.09770062e-01 
 1.65728000e-03  7.41649524e-01  9.11359330e-01 
 1.65828000e-03  7.41615120e-01  9.12931089e-01 
 1.65928000e-03  7.41581047e-01  9.14485306e-01 
 1.66028000e-03  7.41547307e-01  9.16021946e-01 
 1.66128000e-03  7.41513901e-01  9.17540981e-01 
 1.66228000e-03  7.41480829e-01  9.19042383e-01 
 1.66328000e-03  7.41448094e-01  9.20526127e-01 
 1.66428000e-03  7.41415696e-01  9.21992192e-01 
 1.66528000e-03  7.41383638e-01  9.23440557e-01 
 1.66628000e-03  7.41351919e-01  9.24871205e-01 
 1.66728000e-03  7.41320542e-01  9.26284121e-01 
 1.66828000e-03  7.41289507e-01  9.27679292e-01 
 1.66928000e-03  7.41258817e-01  9.29056709e-01 
 1.67028000e-03  7.41228471e-01  9.30416363e-01 
