 v-sweep         v(vin)          v(vout)        
 4.81000000e-01  4.81000000e-01  1.47019153e+00 
 4.82000000e-01  4.82000000e-01  1.46992161e+00 
 4.83000000e-01  4.83000000e-01  1.46964981e+00 
 4.84000000e-01  4.84000000e-01  1.46937614e+00 
 4.85000000e-01  4.85000000e-01  1.46910058e+00 
 4.86000000e-01  4.86000000e-01  1.46882312e+00 
 4.87000000e-01  4.87000000e-01  1.46854375e+00 
 4.88000000e-01  4.88000000e-01  1.46826246e+00 
 4.89000000e-01  4.89000000e-01  1.46797923e+00 
 4.90000000e-01  4.90000000e-01  1.46769405e+00 
 4.91000000e-01  4.91000000e-01  1.46740691e+00 
 4.92000000e-01  4.92000000e-01  1.46711780e+00 
 4.93000000e-01  4.93000000e-01  1.46682670e+00 
 4.94000000e-01  4.94000000e-01  1.46653360e+00 
 4.95000000e-01  4.95000000e-01  1.46623849e+00 
 4.96000000e-01  4.96000000e-01  1.46594136e+00 
 4.97000000e-01  4.97000000e-01  1.46564219e+00 
 4.98000000e-01  4.98000000e-01  1.46534096e+00 
 4.99000000e-01  4.99000000e-01  1.46503768e+00 
 5.00000000e-01  5.00000000e-01  1.46473231e+00 
 5.01000000e-01  5.01000000e-01  1.46442485e+00 
 5.02000000e-01  5.02000000e-01  1.46411529e+00 
 5.03000000e-01  5.03000000e-01  1.46380361e+00 
 5.04000000e-01  5.04000000e-01  1.46348979e+00 
 5.05000000e-01  5.05000000e-01  1.46317382e+00 
 5.06000000e-01  5.06000000e-01  1.46285569e+00 
 5.07000000e-01  5.07000000e-01  1.46253538e+00 
 5.08000000e-01  5.08000000e-01  1.46221288e+00 
 5.09000000e-01  5.09000000e-01  1.46188818e+00 
 5.10000000e-01  5.10000000e-01  1.46156124e+00 
 5.11000000e-01  5.11000000e-01  1.46123208e+00 
 5.12000000e-01  5.12000000e-01  1.46090065e+00 
 5.13000000e-01  5.13000000e-01  1.46056696e+00 
 5.14000000e-01  5.14000000e-01  1.46023098e+00 
 5.15000000e-01  5.15000000e-01  1.45989270e+00 
 5.16000000e-01  5.16000000e-01  1.45955210e+00 
 5.17000000e-01  5.17000000e-01  1.45920917e+00 
 5.18000000e-01  5.18000000e-01  1.45886389e+00 
 5.19000000e-01  5.19000000e-01  1.45851624e+00 
 5.20000000e-01  5.20000000e-01  1.45816620e+00 
 5.21000000e-01  5.21000000e-01  1.45781377e+00 
 5.22000000e-01  5.22000000e-01  1.45745891e+00 
 5.23000000e-01  5.23000000e-01  1.45710161e+00 
 5.24000000e-01  5.24000000e-01  1.45674186e+00 
 5.25000000e-01  5.25000000e-01  1.45637964e+00 
 5.26000000e-01  5.26000000e-01  1.45601492e+00 
 5.27000000e-01  5.27000000e-01  1.45564770e+00 
 5.28000000e-01  5.28000000e-01  1.45527794e+00 
 5.29000000e-01  5.29000000e-01  1.45490564e+00 
 5.30000000e-01  5.30000000e-01  1.45453077e+00 
 5.31000000e-01  5.31000000e-01  1.45415331e+00 
 5.32000000e-01  5.32000000e-01  1.45377325e+00 
 5.33000000e-01  5.33000000e-01  1.45339055e+00 
 5.34000000e-01  5.34000000e-01  1.45300522e+00 
 5.35000000e-01  5.35000000e-01  1.45261721e+00 
 5.36000000e-01  5.36000000e-01  1.45222651e+00 
 5.37000000e-01  5.37000000e-01  1.45183311e+00 
 5.38000000e-01  5.38000000e-01  1.45143697e+00 
 5.39000000e-01  5.39000000e-01  1.45103808e+00 
 5.40000000e-01  5.40000000e-01  1.45063642e+00 
 5.41000000e-01  5.41000000e-01  1.45023196e+00 
 5.42000000e-01  5.42000000e-01  1.44982468e+00 
 5.43000000e-01  5.43000000e-01  1.44941456e+00 
 5.44000000e-01  5.44000000e-01  1.44900157e+00 
 5.45000000e-01  5.45000000e-01  1.44858570e+00 
 5.46000000e-01  5.46000000e-01  1.44816691e+00 
 5.47000000e-01  5.47000000e-01  1.44774518e+00 
 5.48000000e-01  5.48000000e-01  1.44732049e+00 
 5.49000000e-01  5.49000000e-01  1.44689282e+00 
 5.50000000e-01  5.50000000e-01  1.44646213e+00 
 5.51000000e-01  5.51000000e-01  1.44602841e+00 
 5.52000000e-01  5.52000000e-01  1.44559162e+00 
 5.53000000e-01  5.53000000e-01  1.44515175e+00 
 5.54000000e-01  5.54000000e-01  1.44470876e+00 
 5.55000000e-01  5.55000000e-01  1.44426263e+00 
 5.56000000e-01  5.56000000e-01  1.44381332e+00 
 5.57000000e-01  5.57000000e-01  1.44336082e+00 
 5.58000000e-01  5.58000000e-01  1.44290509e+00 
 5.59000000e-01  5.59000000e-01  1.44244611e+00 
 5.60000000e-01  5.60000000e-01  1.44198384e+00 
 5.61000000e-01  5.61000000e-01  1.44151826e+00 
 5.62000000e-01  5.62000000e-01  1.44104934e+00 
 5.63000000e-01  5.63000000e-01  1.44057704e+00 
 5.64000000e-01  5.64000000e-01  1.44010134e+00 
 5.65000000e-01  5.65000000e-01  1.43962220e+00 
 5.66000000e-01  5.66000000e-01  1.43913959e+00 
 5.67000000e-01  5.67000000e-01  1.43865348e+00 
 5.68000000e-01  5.68000000e-01  1.43816384e+00 
 5.69000000e-01  5.69000000e-01  1.43767063e+00 
 5.70000000e-01  5.70000000e-01  1.43717382e+00 
 5.71000000e-01  5.71000000e-01  1.43667337e+00 
 5.72000000e-01  5.72000000e-01  1.43616926e+00 
 5.73000000e-01  5.73000000e-01  1.43566144e+00 
 5.74000000e-01  5.74000000e-01  1.43514987e+00 
 5.75000000e-01  5.75000000e-01  1.43463453e+00 
 5.76000000e-01  5.76000000e-01  1.43411537e+00 
 5.77000000e-01  5.77000000e-01  1.43359236e+00 
 5.78000000e-01  5.78000000e-01  1.43306545e+00 
 5.79000000e-01  5.79000000e-01  1.43253461e+00 
 5.80000000e-01  5.80000000e-01  1.43199980e+00 
 5.81000000e-01  5.81000000e-01  1.43146098e+00 
 5.82000000e-01  5.82000000e-01  1.43091810e+00 
 5.83000000e-01  5.83000000e-01  1.43037113e+00 
 5.84000000e-01  5.84000000e-01  1.42982001e+00 
 5.85000000e-01  5.85000000e-01  1.42926472e+00 
 5.86000000e-01  5.86000000e-01  1.42870519e+00 
 5.87000000e-01  5.87000000e-01  1.42814140e+00 
 5.88000000e-01  5.88000000e-01  1.42757329e+00 
 5.89000000e-01  5.89000000e-01  1.42700081e+00 
 5.90000000e-01  5.90000000e-01  1.42642392e+00 
 5.91000000e-01  5.91000000e-01  1.42584257e+00 
 5.92000000e-01  5.92000000e-01  1.42525671e+00 
 5.93000000e-01  5.93000000e-01  1.42466629e+00 
 5.94000000e-01  5.94000000e-01  1.42407126e+00 
 5.95000000e-01  5.95000000e-01  1.42347156e+00 
 5.96000000e-01  5.96000000e-01  1.42286715e+00 
 5.97000000e-01  5.97000000e-01  1.42225796e+00 
 5.98000000e-01  5.98000000e-01  1.42164395e+00 
 5.99000000e-01  5.99000000e-01  1.42102506e+00 
 6.00000000e-01  6.00000000e-01  1.42040123e+00 
 6.01000000e-01  6.01000000e-01  1.41977239e+00 
 6.02000000e-01  6.02000000e-01  1.41913850e+00 
 6.03000000e-01  6.03000000e-01  1.41849950e+00 
 6.04000000e-01  6.04000000e-01  1.41785530e+00 
 6.05000000e-01  6.05000000e-01  1.41720587e+00 
 6.06000000e-01  6.06000000e-01  1.41655113e+00 
 6.07000000e-01  6.07000000e-01  1.41589101e+00 
 6.08000000e-01  6.08000000e-01  1.41522545e+00 
 6.09000000e-01  6.09000000e-01  1.41455437e+00 
 6.10000000e-01  6.10000000e-01  1.41387772e+00 
 6.11000000e-01  6.11000000e-01  1.41319541e+00 
 6.12000000e-01  6.12000000e-01  1.41250738e+00 
 6.13000000e-01  6.13000000e-01  1.41181354e+00 
 6.14000000e-01  6.14000000e-01  1.41111382e+00 
 6.15000000e-01  6.15000000e-01  1.41040815e+00 
 6.16000000e-01  6.16000000e-01  1.40969645e+00 
 6.17000000e-01  6.17000000e-01  1.40897862e+00 
 6.18000000e-01  6.18000000e-01  1.40825460e+00 
 6.19000000e-01  6.19000000e-01  1.40752429e+00 
 6.20000000e-01  6.20000000e-01  1.40678760e+00 
 6.21000000e-01  6.21000000e-01  1.40604445e+00 
 6.22000000e-01  6.22000000e-01  1.40529474e+00 
 6.23000000e-01  6.23000000e-01  1.40453839e+00 
 6.24000000e-01  6.24000000e-01  1.40377528e+00 
 6.25000000e-01  6.25000000e-01  1.40300534e+00 
 6.26000000e-01  6.26000000e-01  1.40222845e+00 
 6.27000000e-01  6.27000000e-01  1.40144452e+00 
 6.28000000e-01  6.28000000e-01  1.40065343e+00 
 6.29000000e-01  6.29000000e-01  1.39985508e+00 
 6.30000000e-01  6.30000000e-01  1.39904935e+00 
 6.31000000e-01  6.31000000e-01  1.39823614e+00 
 6.32000000e-01  6.32000000e-01  1.39741533e+00 
 6.33000000e-01  6.33000000e-01  1.39658679e+00 
 6.34000000e-01  6.34000000e-01  1.39575041e+00 
 6.35000000e-01  6.35000000e-01  1.39490605e+00 
 6.36000000e-01  6.36000000e-01  1.39405359e+00 
 6.37000000e-01  6.37000000e-01  1.39319289e+00 
 6.38000000e-01  6.38000000e-01  1.39232382e+00 
 6.39000000e-01  6.39000000e-01  1.39144623e+00 
 6.40000000e-01  6.40000000e-01  1.39055999e+00 
 6.41000000e-01  6.41000000e-01  1.38966493e+00 
 6.42000000e-01  6.42000000e-01  1.38876092e+00 
 6.43000000e-01  6.43000000e-01  1.38784778e+00 
 6.44000000e-01  6.44000000e-01  1.38692536e+00 
 6.45000000e-01  6.45000000e-01  1.38599350e+00 
 6.46000000e-01  6.46000000e-01  1.38505201e+00 
 6.47000000e-01  6.47000000e-01  1.38410072e+00 
 6.48000000e-01  6.48000000e-01  1.38313945e+00 
 6.49000000e-01  6.49000000e-01  1.38216801e+00 
 6.50000000e-01  6.50000000e-01  1.38118621e+00 
 6.51000000e-01  6.51000000e-01  1.38019384e+00 
 6.52000000e-01  6.52000000e-01  1.37919069e+00 
 6.53000000e-01  6.53000000e-01  1.37817656e+00 
 6.54000000e-01  6.54000000e-01  1.37715122e+00 
 6.55000000e-01  6.55000000e-01  1.37611443e+00 
 6.56000000e-01  6.56000000e-01  1.37506598e+00 
 6.57000000e-01  6.57000000e-01  1.37400560e+00 
 6.58000000e-01  6.58000000e-01  1.37293304e+00 
 6.59000000e-01  6.59000000e-01  1.37184805e+00 
 6.60000000e-01  6.60000000e-01  1.37075035e+00 
 6.61000000e-01  6.61000000e-01  1.36963966e+00 
 6.62000000e-01  6.62000000e-01  1.36851568e+00 
 6.63000000e-01  6.63000000e-01  1.36737812e+00 
 6.64000000e-01  6.64000000e-01  1.36622665e+00 
 6.65000000e-01  6.65000000e-01  1.36506095e+00 
 6.66000000e-01  6.66000000e-01  1.36388068e+00 
 6.67000000e-01  6.67000000e-01  1.36268548e+00 
 6.68000000e-01  6.68000000e-01  1.36147498e+00 
 6.69000000e-01  6.69000000e-01  1.36024880e+00 
 6.70000000e-01  6.70000000e-01  1.35900654e+00 
 6.71000000e-01  6.71000000e-01  1.35774779e+00 
 6.72000000e-01  6.72000000e-01  1.35647209e+00 
 6.73000000e-01  6.73000000e-01  1.35517901e+00 
 6.74000000e-01  6.74000000e-01  1.35386806e+00 
 6.75000000e-01  6.75000000e-01  1.35253875e+00 
 6.76000000e-01  6.76000000e-01  1.35119055e+00 
 6.77000000e-01  6.77000000e-01  1.34982292e+00 
 6.78000000e-01  6.78000000e-01  1.34843529e+00 
 6.79000000e-01  6.79000000e-01  1.34702706e+00 
 6.80000000e-01  6.80000000e-01  1.34559759e+00 
 6.81000000e-01  6.81000000e-01  1.34414622e+00 
 6.82000000e-01  6.82000000e-01  1.34267226e+00 
 6.83000000e-01  6.83000000e-01  1.34117497e+00 
 6.84000000e-01  6.84000000e-01  1.33965357e+00 
 6.85000000e-01  6.85000000e-01  1.33810725e+00 
 6.86000000e-01  6.86000000e-01  1.33653515e+00 
 6.87000000e-01  6.87000000e-01  1.33493634e+00 
 6.88000000e-01  6.88000000e-01  1.33330986e+00 
 6.89000000e-01  6.89000000e-01  1.33165468e+00 
 6.90000000e-01  6.90000000e-01  1.32996971e+00 
 6.91000000e-01  6.91000000e-01  1.32825379e+00 
 6.92000000e-01  6.92000000e-01  1.32650568e+00 
 6.93000000e-01  6.93000000e-01  1.32472408e+00 
 6.94000000e-01  6.94000000e-01  1.32290756e+00 
 6.95000000e-01  6.95000000e-01  1.32105463e+00 
 6.96000000e-01  6.96000000e-01  1.31916367e+00 
 6.97000000e-01  6.97000000e-01  1.31723295e+00 
 6.98000000e-01  6.98000000e-01  1.31526061e+00 
 6.99000000e-01  6.99000000e-01  1.31324465e+00 
 7.00000000e-01  7.00000000e-01  1.31118291e+00 
 7.01000000e-01  7.01000000e-01  1.30907303e+00 
 7.02000000e-01  7.02000000e-01  1.30691249e+00 
 7.03000000e-01  7.03000000e-01  1.30469853e+00 
 7.04000000e-01  7.04000000e-01  1.30242815e+00 
 7.05000000e-01  7.05000000e-01  1.30009806e+00 
 7.06000000e-01  7.06000000e-01  1.29770468e+00 
 7.07000000e-01  7.07000000e-01  1.29524407e+00 
 7.08000000e-01  7.08000000e-01  1.29271189e+00 
 7.09000000e-01  7.09000000e-01  1.29010335e+00 
 7.10000000e-01  7.10000000e-01  1.28741313e+00 
 7.11000000e-01  7.11000000e-01  1.28463531e+00 
 7.12000000e-01  7.12000000e-01  1.28176331e+00 
 7.13000000e-01  7.13000000e-01  1.27878972e+00 
 7.14000000e-01  7.14000000e-01  1.27570620e+00 
 7.15000000e-01  7.15000000e-01  1.27250334e+00 
 7.16000000e-01  7.16000000e-01  1.26917040e+00 
 7.17000000e-01  7.17000000e-01  1.26569515e+00 
 7.18000000e-01  7.18000000e-01  1.26206350e+00 
 7.19000000e-01  7.19000000e-01  1.25825916e+00 
 7.20000000e-01  7.20000000e-01  1.25426318e+00 
 7.21000000e-01  7.21000000e-01  1.25005330e+00 
 7.22000000e-01  7.22000000e-01  1.24560327e+00 
 7.23000000e-01  7.23000000e-01  1.24088175e+00 
 7.24000000e-01  7.24000000e-01  1.23585108e+00 
 7.25000000e-01  7.25000000e-01  1.23046552e+00 
 7.26000000e-01  7.26000000e-01  1.22466893e+00 
 7.27000000e-01  7.27000000e-01  1.21839160e+00 
 7.28000000e-01  7.28000000e-01  1.21154597e+00 
 7.29000000e-01  7.29000000e-01  1.20402062e+00 
 7.30000000e-01  7.30000000e-01  1.19567192e+00 
 7.31000000e-01  7.31000000e-01  1.18631250e+00 
 7.32000000e-01  7.32000000e-01  1.17569520e+00 
 7.33000000e-01  7.33000000e-01  1.16349184e+00 
 7.34000000e-01  7.34000000e-01  1.14799376e+00 
 7.35000000e-01  7.35000000e-01  1.13080743e+00 
 7.36000000e-01  7.36000000e-01  1.11025537e+00 
 7.37000000e-01  7.37000000e-01  1.08560274e+00 
 7.38000000e-01  7.38000000e-01  1.05626135e+00 
 7.39000000e-01  7.39000000e-01  1.02202828e+00 
 7.40000000e-01  7.40000000e-01  9.83230882e-01 
 7.41000000e-01  7.41000000e-01  9.40656957e-01 
 7.42000000e-01  7.42000000e-01  8.95335827e-01 
 7.43000000e-01  7.43000000e-01  8.48999534e-01 
 7.44000000e-01  7.44000000e-01  8.00812538e-01 
 7.45000000e-01  7.45000000e-01  7.52768455e-01 
 7.46000000e-01  7.46000000e-01  7.05579848e-01 
 7.47000000e-01  7.47000000e-01  6.60558231e-01 
 7.48000000e-01  7.48000000e-01  6.16914472e-01 
 7.49000000e-01  7.49000000e-01  5.75623270e-01 
 7.50000000e-01  7.50000000e-01  5.37177891e-01 
 7.51000000e-01  7.51000000e-01  5.02090089e-01 
 7.52000000e-01  7.52000000e-01  4.70830388e-01 
 7.53000000e-01  7.53000000e-01  4.43677119e-01 
 7.54000000e-01  7.54000000e-01  4.20562255e-01 
 7.55000000e-01  7.55000000e-01  4.01070209e-01 
 7.56000000e-01  7.56000000e-01  3.84600446e-01 
 7.57000000e-01  7.57000000e-01  3.70546553e-01 
 7.58000000e-01  7.58000000e-01  3.58391784e-01 
 7.59000000e-01  7.59000000e-01  3.47729983e-01 
 7.60000000e-01  7.60000000e-01  3.38252448e-01 
 7.61000000e-01  7.61000000e-01  3.29726598e-01 
 7.62000000e-01  7.62000000e-01  3.21976536e-01 
 7.63000000e-01  7.63000000e-01  3.14567144e-01 
 7.64000000e-01  7.64000000e-01  3.08064019e-01 
 7.65000000e-01  7.65000000e-01  3.01980297e-01 
 7.66000000e-01  7.66000000e-01  2.96283305e-01 
 7.67000000e-01  7.67000000e-01  2.90920428e-01 
 7.68000000e-01  7.68000000e-01  2.85850432e-01 
 7.69000000e-01  7.69000000e-01  2.81039168e-01 
 7.70000000e-01  7.70000000e-01  2.76458164e-01 
 7.71000000e-01  7.71000000e-01  2.72083451e-01 
 7.72000000e-01  7.72000000e-01  2.67894683e-01 
 7.73000000e-01  7.73000000e-01  2.63874454e-01 
 7.74000000e-01  7.74000000e-01  2.60007758e-01 
 7.75000000e-01  7.75000000e-01  2.56281581e-01 
 7.76000000e-01  7.76000000e-01  2.52684558e-01 
 7.77000000e-01  7.77000000e-01  2.49206713e-01 
 7.78000000e-01  7.78000000e-01  2.45839237e-01 
 7.79000000e-01  7.79000000e-01  2.42574319e-01 
 7.80000000e-01  7.80000000e-01  2.39404993e-01 
 7.81000000e-01  7.81000000e-01  2.36325028e-01 
 7.82000000e-01  7.82000000e-01  2.33328821e-01 
 7.83000000e-01  7.83000000e-01  2.30411318e-01 
 7.84000000e-01  7.84000000e-01  2.27567942e-01 
 7.85000000e-01  7.85000000e-01  2.24794536e-01 
 7.86000000e-01  7.86000000e-01  2.22119268e-01 
 7.87000000e-01  7.87000000e-01  2.19442248e-01 
 7.88000000e-01  7.88000000e-01  2.16886658e-01 
 7.89000000e-01  7.89000000e-01  2.14329034e-01 
 7.90000000e-01  7.90000000e-01  2.11855106e-01 
 7.91000000e-01  7.91000000e-01  2.09432147e-01 
 7.92000000e-01  7.92000000e-01  2.07058347e-01 
 7.93000000e-01  7.93000000e-01  2.04731567e-01 
 7.94000000e-01  7.94000000e-01  2.02449821e-01 
 7.95000000e-01  7.95000000e-01  2.00211263e-01 
 7.96000000e-01  7.96000000e-01  1.98014168e-01 
 7.97000000e-01  7.97000000e-01  1.95856923e-01 
 7.98000000e-01  7.98000000e-01  1.93738020e-01 
 7.99000000e-01  7.99000000e-01  1.91656040e-01 
 8.00000000e-01  8.00000000e-01  1.89609653e-01 
 8.01000000e-01  8.01000000e-01  1.87597608e-01 
 8.02000000e-01  8.02000000e-01  1.85618724e-01 
 8.03000000e-01  8.03000000e-01  1.83671887e-01 
 8.04000000e-01  8.04000000e-01  1.81756047e-01 
 8.05000000e-01  8.05000000e-01  1.79870208e-01 
 8.06000000e-01  8.06000000e-01  1.78013427e-01 
 8.07000000e-01  8.07000000e-01  1.76184812e-01 
 8.08000000e-01  8.08000000e-01  1.74383514e-01 
 8.09000000e-01  8.09000000e-01  1.72608727e-01 
 8.10000000e-01  8.10000000e-01  1.70859684e-01 
 8.11000000e-01  8.11000000e-01  1.69135655e-01 
 8.12000000e-01  8.12000000e-01  1.67435945e-01 
 8.13000000e-01  8.13000000e-01  1.65759890e-01 
 8.14000000e-01  8.14000000e-01  1.64106856e-01 
 8.15000000e-01  8.15000000e-01  1.62476238e-01 
 8.16000000e-01  8.16000000e-01  1.60867455e-01 
 8.17000000e-01  8.17000000e-01  1.59279955e-01 
 8.18000000e-01  8.18000000e-01  1.57713205e-01 
 8.19000000e-01  8.19000000e-01  1.56166697e-01 
 8.20000000e-01  8.20000000e-01  1.54639943e-01 
 8.21000000e-01  8.21000000e-01  1.53132473e-01 
 8.22000000e-01  8.22000000e-01  1.51643838e-01 
 8.23000000e-01  8.23000000e-01  1.50173604e-01 
 8.24000000e-01  8.24000000e-01  1.48721356e-01 
 8.25000000e-01  8.25000000e-01  1.47286692e-01 
 8.26000000e-01  8.26000000e-01  1.45869227e-01 
 8.27000000e-01  8.27000000e-01  1.44468589e-01 
 8.28000000e-01  8.28000000e-01  1.43084420e-01 
 8.29000000e-01  8.29000000e-01  1.41716375e-01 
 8.30000000e-01  8.30000000e-01  1.40364118e-01 
 8.31000000e-01  8.31000000e-01  1.39027330e-01 
 8.32000000e-01  8.32000000e-01  1.37705697e-01 
 8.33000000e-01  8.33000000e-01  1.36398920e-01 
 8.34000000e-01  8.34000000e-01  1.35106708e-01 
 8.35000000e-01  8.35000000e-01  1.33828779e-01 
 8.36000000e-01  8.36000000e-01  1.32564862e-01 
 8.37000000e-01  8.37000000e-01  1.31314692e-01 
 8.38000000e-01  8.38000000e-01  1.30078015e-01 
 8.39000000e-01  8.39000000e-01  1.28854583e-01 
 8.40000000e-01  8.40000000e-01  1.27644156e-01 
 8.41000000e-01  8.41000000e-01  1.26446501e-01 
 8.42000000e-01  8.42000000e-01  1.25261393e-01 
 8.43000000e-01  8.43000000e-01  1.24088614e-01 
 8.44000000e-01  8.44000000e-01  1.22927950e-01 
 8.45000000e-01  8.45000000e-01  1.21779195e-01 
 8.46000000e-01  8.46000000e-01  1.20642148e-01 
 8.47000000e-01  8.47000000e-01  1.19516615e-01 
 8.48000000e-01  8.48000000e-01  1.18402406e-01 
 8.49000000e-01  8.49000000e-01  1.17299337e-01 
 8.50000000e-01  8.50000000e-01  1.16207228e-01 
 8.51000000e-01  8.51000000e-01  1.15125906e-01 
 8.52000000e-01  8.52000000e-01  1.14055200e-01 
 8.53000000e-01  8.53000000e-01  1.12994946e-01 
 8.54000000e-01  8.54000000e-01  1.11944982e-01 
 8.55000000e-01  8.55000000e-01  1.10905152e-01 
 8.56000000e-01  8.56000000e-01  1.09875303e-01 
 8.57000000e-01  8.57000000e-01  1.08855286e-01 
 8.58000000e-01  8.58000000e-01  1.07844955e-01 
 8.59000000e-01  8.59000000e-01  1.06844171e-01 
 8.60000000e-01  8.60000000e-01  1.05852793e-01 
 8.61000000e-01  8.61000000e-01  1.04870689e-01 
 8.62000000e-01  8.62000000e-01  1.03897725e-01 
 8.63000000e-01  8.63000000e-01  1.02933775e-01 
 8.64000000e-01  8.64000000e-01  1.01978712e-01 
 8.65000000e-01  8.65000000e-01  1.01032415e-01 
 8.66000000e-01  8.66000000e-01  1.00094764e-01 
 8.67000000e-01  8.67000000e-01  9.91656426e-02 
 8.68000000e-01  8.68000000e-01  9.82449364e-02 
 8.69000000e-01  8.69000000e-01  9.73325340e-02 
 8.70000000e-01  8.70000000e-01  9.64283267e-02 
 8.71000000e-01  8.71000000e-01  9.55322078e-02 
 8.72000000e-01  8.72000000e-01  9.46440732e-02 
 8.73000000e-01  8.73000000e-01  9.37638211e-02 
 8.74000000e-01  8.74000000e-01  9.28913517e-02 
 8.75000000e-01  8.75000000e-01  9.20265674e-02 
 8.76000000e-01  8.76000000e-01  9.11693730e-02 
 8.77000000e-01  8.77000000e-01  9.03196748e-02 
 8.78000000e-01  8.78000000e-01  8.94773815e-02 
 8.79000000e-01  8.79000000e-01  8.86424035e-02 
 8.80000000e-01  8.80000000e-01  8.78146530e-02 
 8.81000000e-01  8.81000000e-01  8.69940442e-02 
 8.82000000e-01  8.82000000e-01  8.61804927e-02 
 8.83000000e-01  8.83000000e-01  8.53739163e-02 
 8.84000000e-01  8.84000000e-01  8.45742340e-02 
 8.85000000e-01  8.85000000e-01  8.37813665e-02 
 8.86000000e-01  8.86000000e-01  8.29952363e-02 
 8.87000000e-01  8.87000000e-01  8.22157672e-02 
 8.88000000e-01  8.88000000e-01  8.14428844e-02 
 8.89000000e-01  8.89000000e-01  8.06765148e-02 
 8.90000000e-01  8.90000000e-01  7.99165865e-02 
 8.91000000e-01  8.91000000e-01  7.91630290e-02 
 8.92000000e-01  8.92000000e-01  7.84157732e-02 
 8.93000000e-01  8.93000000e-01  7.76747511e-02 
 8.94000000e-01  8.94000000e-01  7.69398962e-02 
 8.95000000e-01  8.95000000e-01  7.62111432e-02 
 8.96000000e-01  8.96000000e-01  7.54884277e-02 
 8.97000000e-01  8.97000000e-01  7.47716869e-02 
 8.98000000e-01  8.98000000e-01  7.40608587e-02 
 8.99000000e-01  8.99000000e-01  7.33558825e-02 
 9.00000000e-01  9.00000000e-01  7.26566984e-02 
 9.01000000e-01  9.01000000e-01  7.19632480e-02 
 9.02000000e-01  9.02000000e-01  7.12754735e-02 
 9.03000000e-01  9.03000000e-01  7.05933183e-02 
 9.04000000e-01  9.04000000e-01  6.99167268e-02 
 9.05000000e-01  9.05000000e-01  6.92456442e-02 
 9.06000000e-01  9.06000000e-01  6.85800169e-02 
 9.07000000e-01  9.07000000e-01  6.79197919e-02 
 9.08000000e-01  9.08000000e-01  6.72649174e-02 
 9.09000000e-01  9.09000000e-01  6.66153422e-02 
 9.10000000e-01  9.10000000e-01  6.59710160e-02 
 9.11000000e-01  9.11000000e-01  6.53318895e-02 
 9.12000000e-01  9.12000000e-01  6.46979139e-02 
 9.13000000e-01  9.13000000e-01  6.40690416e-02 
 9.14000000e-01  9.14000000e-01  6.34452254e-02 
 9.15000000e-01  9.15000000e-01  6.28264191e-02 
 9.16000000e-01  9.16000000e-01  6.22125770e-02 
 9.17000000e-01  9.17000000e-01  6.16036544e-02 
 9.18000000e-01  9.18000000e-01  6.09996070e-02 
 9.19000000e-01  9.19000000e-01  6.04003915e-02 
 9.20000000e-01  9.20000000e-01  5.98059651e-02 
 9.21000000e-01  9.21000000e-01  5.92162856e-02 
 9.22000000e-01  9.22000000e-01  5.86313117e-02 
 9.23000000e-01  9.23000000e-01  5.80510023e-02 
 9.24000000e-01  9.24000000e-01  5.74753174e-02 
 9.25000000e-01  9.25000000e-01  5.69042172e-02 
 9.26000000e-01  9.26000000e-01  5.63376629e-02 
 9.27000000e-01  9.27000000e-01  5.57756158e-02 
 9.28000000e-01  9.28000000e-01  5.52180382e-02 
 9.29000000e-01  9.29000000e-01  5.46648927e-02 
 9.30000000e-01  9.30000000e-01  5.41161425e-02 
 9.31000000e-01  9.31000000e-01  5.35717513e-02 
 9.32000000e-01  9.32000000e-01  5.30316835e-02 
 9.33000000e-01  9.33000000e-01  5.24959038e-02 
 9.34000000e-01  9.34000000e-01  5.19643774e-02 
 9.35000000e-01  9.35000000e-01  5.14370702e-02 
 9.36000000e-01  9.36000000e-01  5.09139484e-02 
 9.37000000e-01  9.37000000e-01  5.03949786e-02 
 9.38000000e-01  9.38000000e-01  4.98801281e-02 
 9.39000000e-01  9.39000000e-01  4.93693645e-02 
 9.40000000e-01  9.40000000e-01  4.88626558e-02 
 9.41000000e-01  9.41000000e-01  4.83599706e-02 
 9.42000000e-01  9.42000000e-01  4.78612777e-02 
 9.43000000e-01  9.43000000e-01  4.73665465e-02 
 9.44000000e-01  9.44000000e-01  4.68757468e-02 
 9.45000000e-01  9.45000000e-01  4.63888487e-02 
 9.46000000e-01  9.46000000e-01  4.59058227e-02 
 9.47000000e-01  9.47000000e-01  4.54266397e-02 
 9.48000000e-01  9.48000000e-01  4.49512711e-02 
 9.49000000e-01  9.49000000e-01  4.44796886e-02 
 9.50000000e-01  9.50000000e-01  4.40118640e-02 
 9.51000000e-01  9.51000000e-01  4.35477699e-02 
 9.52000000e-01  9.52000000e-01  4.30873790e-02 
 9.53000000e-01  9.53000000e-01  4.26306644e-02 
 9.54000000e-01  9.54000000e-01  4.21775994e-02 
 9.55000000e-01  9.55000000e-01  4.17281578e-02 
 9.56000000e-01  9.56000000e-01  4.12823138e-02 
 9.57000000e-01  9.57000000e-01  4.08400416e-02 
 9.58000000e-01  9.58000000e-01  4.04013159e-02 
 9.59000000e-01  9.59000000e-01  3.99661119e-02 
 9.60000000e-01  9.60000000e-01  3.95344047e-02 
 9.61000000e-01  9.61000000e-01  3.91061700e-02 
 9.62000000e-01  9.62000000e-01  3.86813836e-02 
