 frequency       v(Aol_dB)       v(Aol_arg)     
 5.65555523e+03  3.13287995e+01  1.79888195e+02 
 5.78597080e+03  3.13287988e+01  1.79885616e+02 
 5.91939372e+03  3.13287980e+01  1.79882979e+02 
 6.05589334e+03  3.13287971e+01  1.79880280e+02 
 6.19554061e+03  3.13287962e+01  1.79877520e+02 
 6.33840810e+03  3.13287953e+01  1.79874695e+02 
 6.48457008e+03  3.13287943e+01  1.79871806e+02 
 6.63410251e+03  3.13287933e+01  1.79868850e+02 
 6.78708313e+03  3.13287923e+01  1.79865825e+02 
 6.94359143e+03  3.13287912e+01  1.79862731e+02 
 7.10370877e+03  3.13287900e+01  1.79859566e+02 
 7.26751838e+03  3.13287888e+01  1.79856328e+02 
 7.43510539e+03  3.13287875e+01  1.79853015e+02 
 7.60655691e+03  3.13287862e+01  1.79849625e+02 
 7.78196206e+03  3.13287848e+01  1.79846158e+02 
 7.96141200e+03  3.13287833e+01  1.79842610e+02 
 8.14500001e+03  3.13287818e+01  1.79838981e+02 
 8.33282151e+03  3.13287802e+01  1.79835268e+02 
 8.52497412e+03  3.13287786e+01  1.79831469e+02 
 8.72155772e+03  3.13287768e+01  1.79827583e+02 
 8.92267449e+03  3.13287750e+01  1.79823607e+02 
 9.12842895e+03  3.13287731e+01  1.79819539e+02 
 9.33892805e+03  3.13287711e+01  1.79815378e+02 
 9.55428121e+03  3.13287690e+01  1.79811121e+02 
 9.77460036e+03  3.13287668e+01  1.79806765e+02 
 1.00000000e+04  3.13287645e+01  1.79802309e+02 
 1.02305973e+04  3.13287621e+01  1.79797751e+02 
 1.04665121e+04  3.13287595e+01  1.79793087e+02 
 1.07078670e+04  3.13287569e+01  1.79788316e+02 
 1.09547876e+04  3.13287541e+01  1.79783434e+02 
 1.12074020e+04  3.13287513e+01  1.79778440e+02 
 1.14658417e+04  3.13287482e+01  1.79773331e+02 
 1.17302409e+04  3.13287451e+01  1.79768104e+02 
 1.20007371e+04  3.13287418e+01  1.79762757e+02 
 1.22774708e+04  3.13287383e+01  1.79757286e+02 
 1.25605860e+04  3.13287347e+01  1.79751689e+02 
 1.28502297e+04  3.13287309e+01  1.79745964e+02 
 1.31465525e+04  3.13287269e+01  1.79740106e+02 
 1.34497085e+04  3.13287227e+01  1.79734113e+02 
 1.37598551e+04  3.13287184e+01  1.79727981e+02 
 1.40771537e+04  3.13287138e+01  1.79721709e+02 
 1.44017690e+04  3.13287091e+01  1.79715292e+02 
 1.47338699e+04  3.13287041e+01  1.79708726e+02 
 1.50736290e+04  3.13286989e+01  1.79702010e+02 
 1.54212228e+04  3.13286934e+01  1.79695138e+02 
 1.57768320e+04  3.13286877e+01  1.79688109e+02 
 1.61406415e+04  3.13286817e+01  1.79680917e+02 
 1.65128404e+04  3.13286754e+01  1.79673559e+02 
 1.68936220e+04  3.13286688e+01  1.79666031e+02 
 1.72831844e+04  3.13286620e+01  1.79658330e+02 
 1.76817299e+04  3.13286548e+01  1.79650452e+02 
 1.80894658e+04  3.13286473e+01  1.79642391e+02 
 1.85066040e+04  3.13286394e+01  1.79634145e+02 
 1.89333613e+04  3.13286312e+01  1.79625709e+02 
 1.93699595e+04  3.13286225e+01  1.79617078e+02 
 1.98166255e+04  3.13286135e+01  1.79608248e+02 
 2.02735916e+04  3.13286041e+01  1.79599215e+02 
 2.07410951e+04  3.13285942e+01  1.79589973e+02 
 2.12193792e+04  3.13285838e+01  1.79580518e+02 
 2.17086923e+04  3.13285730e+01  1.79570846e+02 
 2.22092889e+04  3.13285617e+01  1.79560950e+02 
 2.27214291e+04  3.13285498e+01  1.79550826e+02 
 2.32453791e+04  3.13285374e+01  1.79540468e+02 
 2.37814113e+04  3.13285244e+01  1.79529872e+02 
 2.43298042e+04  3.13285108e+01  1.79519032e+02 
 2.48908429e+04  3.13284965e+01  1.79507941e+02 
 2.54648190e+04  3.13284816e+01  1.79496595e+02 
 2.60520309e+04  3.13284660e+01  1.79484987e+02 
 2.66527837e+04  3.13284497e+01  1.79473112e+02 
 2.72673897e+04  3.13284326e+01  1.79460963e+02 
 2.78961683e+04  3.13284147e+01  1.79448533e+02 
 2.85394464e+04  3.13283960e+01  1.79435818e+02 
 2.91975583e+04  3.13283764e+01  1.79422809e+02 
 2.98708461e+04  3.13283559e+01  1.79409500e+02 
 3.05596598e+04  3.13283344e+01  1.79395884e+02 
 3.12643573e+04  3.13283119e+01  1.79381954e+02 
 3.19853049e+04  3.13282884e+01  1.79367703e+02 
 3.27228774e+04  3.13282638e+01  1.79353124e+02 
 3.34774581e+04  3.13282381e+01  1.79338208e+02 
 3.42494392e+04  3.13282111e+01  1.79322949e+02 
 3.50392221e+04  3.13281829e+01  1.79307338e+02 
 3.58472171e+04  3.13281533e+01  1.79291367e+02 
 3.66738442e+04  3.13281224e+01  1.79275028e+02 
 3.75195331e+04  3.13280901e+01  1.79258312e+02 
 3.83847234e+04  3.13280562e+01  1.79241211e+02 
 3.92698648e+04  3.13280208e+01  1.79223715e+02 
 4.01754173e+04  3.13279837e+01  1.79205817e+02 
 4.11018515e+04  3.13279449e+01  1.79187506e+02 
 4.20496491e+04  3.13279042e+01  1.79168772e+02 
 4.30193027e+04  3.13278617e+01  1.79149607e+02 
 4.40113162e+04  3.13278172e+01  1.79130000e+02 
 4.50262052e+04  3.13277706e+01  1.79109942e+02 
 4.60644974e+04  3.13277218e+01  1.79089420e+02 
 4.71267322e+04  3.13276708e+01  1.79068426e+02 
 4.82134619e+04  3.13276173e+01  1.79046948e+02 
 4.93252513e+04  3.13275614e+01  1.79024975e+02 
 5.04626783e+04  3.13275029e+01  1.79002496e+02 
 5.16263340e+04  3.13274417e+01  1.78979499e+02 
 5.28168234e+04  3.13273776e+01  1.78955971e+02 
 5.40347650e+04  3.13273105e+01  1.78931902e+02 
 5.52807921e+04  3.13272402e+01  1.78907278e+02 
 5.65555523e+04  3.13271667e+01  1.78882086e+02 
 5.78597080e+04  3.13270898e+01  1.78856314e+02 
 5.91939372e+04  3.13270093e+01  1.78829948e+02 
 6.05589334e+04  3.13269250e+01  1.78802975e+02 
 6.19554061e+04  3.13268368e+01  1.78775380e+02 
 6.33840810e+04  3.13267445e+01  1.78747150e+02 
 6.48457008e+04  3.13266479e+01  1.78718269e+02 
 6.63410251e+04  3.13265468e+01  1.78688722e+02 
 6.78708313e+04  3.13264410e+01  1.78658496e+02 
 6.94359143e+04  3.13263302e+01  1.78627573e+02 
 7.10370877e+04  3.13262143e+01  1.78595937e+02 
 7.26751838e+04  3.13260929e+01  1.78563573e+02 
 7.43510539e+04  3.13259659e+01  1.78530464e+02 
 7.60655691e+04  3.13258330e+01  1.78496592e+02 
 7.78196206e+04  3.13256939e+01  1.78461940e+02 
 7.96141200e+04  3.13255483e+01  1.78426491e+02 
 8.14500001e+04  3.13253959e+01  1.78390225e+02 
 8.33282151e+04  3.13252364e+01  1.78353124e+02 
 8.52497412e+04  3.13250695e+01  1.78315169e+02 
 8.72155772e+04  3.13248948e+01  1.78276340e+02 
 8.92267449e+04  3.13247120e+01  1.78236618e+02 
 9.12842895e+04  3.13245206e+01  1.78195981e+02 
 9.33892805e+04  3.13243203e+01  1.78154409e+02 
 9.55428121e+04  3.13241107e+01  1.78111881e+02 
 9.77460036e+04  3.13238913e+01  1.78068374e+02 
 1.00000000e+05  3.13236617e+01  1.78023866e+02 
 1.02305973e+05  3.13234214e+01  1.77978334e+02 
 1.04665121e+05  3.13231699e+01  1.77931755e+02 
 1.07078670e+05  3.13229067e+01  1.77884104e+02 
 1.09547876e+05  3.13226312e+01  1.77835358e+02 
 1.12074020e+05  3.13223429e+01  1.77785491e+02 
 1.14658417e+05  3.13220411e+01  1.77734478e+02 
 1.17302409e+05  3.13217253e+01  1.77682291e+02 
 1.20007371e+05  3.13213948e+01  1.77628906e+02 
 1.22774708e+05  3.13210489e+01  1.77574293e+02 
 1.25605860e+05  3.13206869e+01  1.77518426e+02 
 1.28502297e+05  3.13203081e+01  1.77461275e+02 
 1.31465525e+05  3.13199116e+01  1.77402812e+02 
 1.34497085e+05  3.13194966e+01  1.77343006e+02 
 1.37598551e+05  3.13190623e+01  1.77281827e+02 
 1.40771537e+05  3.13186078e+01  1.77219244e+02 
 1.44017690e+05  3.13181322e+01  1.77155224e+02 
 1.47338699e+05  3.13176344e+01  1.77089735e+02 
 1.50736290e+05  3.13171135e+01  1.77022744e+02 
 1.54212228e+05  3.13165683e+01  1.76954217e+02 
 1.57768320e+05  3.13159978e+01  1.76884118e+02 
 1.61406415e+05  3.13154007e+01  1.76812413e+02 
 1.65128404e+05  3.13147759e+01  1.76739064e+02 
 1.68936220e+05  3.13141220e+01  1.76664035e+02 
 1.72831844e+05  3.13134377e+01  1.76587288e+02 
 1.76817299e+05  3.13127217e+01  1.76508783e+02 
 1.80894658e+05  3.13119723e+01  1.76428482e+02 
 1.85066040e+05  3.13111881e+01  1.76346344e+02 
 1.89333613e+05  3.13103675e+01  1.76262326e+02 
 1.93699595e+05  3.13095087e+01  1.76176389e+02 
 1.98166255e+05  3.13086101e+01  1.76088487e+02 
 2.02735916e+05  3.13076698e+01  1.75998577e+02 
 2.07410951e+05  3.13066858e+01  1.75906614e+02 
 2.12193792e+05  3.13056561e+01  1.75812553e+02 
 2.17086923e+05  3.13045787e+01  1.75716345e+02 
 2.22092889e+05  3.13034513e+01  1.75617944e+02 
 2.27214291e+05  3.13022716e+01  1.75517301e+02 
 2.32453791e+05  3.13010372e+01  1.75414365e+02 
 2.37814113e+05  3.12997457e+01  1.75309087e+02 
 2.43298042e+05  3.12983942e+01  1.75201413e+02 
 2.48908429e+05  3.12969802e+01  1.75091292e+02 
 2.54648190e+05  3.12955007e+01  1.74978668e+02 
 2.60520309e+05  3.12939527e+01  1.74863488e+02 
 2.66527837e+05  3.12923331e+01  1.74745695e+02 
 2.72673897e+05  3.12906386e+01  1.74625231e+02 
 2.78961683e+05  3.12888658e+01  1.74502038e+02 
 2.85394464e+05  3.12870110e+01  1.74376057e+02 
 2.91975583e+05  3.12850705e+01  1.74247228e+02 
 2.98708461e+05  3.12830404e+01  1.74115487e+02 
 3.05596598e+05  3.12809167e+01  1.73980773e+02 
 3.12643573e+05  3.12786950e+01  1.73843022e+02 
 3.19853049e+05  3.12763708e+01  1.73702168e+02 
 3.27228774e+05  3.12739396e+01  1.73558144e+02 
 3.34774581e+05  3.12713964e+01  1.73410883e+02 
 3.42494392e+05  3.12687361e+01  1.73260317e+02 
 3.50392221e+05  3.12659535e+01  1.73106375e+02 
 3.58472171e+05  3.12630430e+01  1.72948987e+02 
 3.66738442e+05  3.12599988e+01  1.72788079e+02 
 3.75195331e+05  3.12568149e+01  1.72623578e+02 
 3.83847234e+05  3.12534849e+01  1.72455410e+02 
 3.92698648e+05  3.12500023e+01  1.72283499e+02 
 4.01754173e+05  3.12463602e+01  1.72107768e+02 
 4.11018515e+05  3.12425515e+01  1.71928139e+02 
 4.20496491e+05  3.12385687e+01  1.71744531e+02 
 4.30193027e+05  3.12344040e+01  1.71556866e+02 
 4.40113162e+05  3.12300493e+01  1.71365061e+02 
 4.50262052e+05  3.12254961e+01  1.71169034e+02 
 4.60644974e+05  3.12207356e+01  1.70968701e+02 
 4.71267322e+05  3.12157586e+01  1.70763978e+02 
 4.82134619e+05  3.12105555e+01  1.70554780e+02 
 4.93252513e+05  3.12051163e+01  1.70341019e+02 
 5.04626783e+05  3.11994307e+01  1.70122608e+02 
 5.16263340e+05  3.11934879e+01  1.69899459e+02 
 5.28168234e+05  3.11872764e+01  1.69671483e+02 
 5.40347650e+05  3.11807847e+01  1.69438590e+02 
 5.52807921e+05  3.11740005e+01  1.69200691e+02 
 5.65555523e+05  3.11669112e+01  1.68957693e+02 
 5.78597080e+05  3.11595035e+01  1.68709506e+02 
 5.91939372e+05  3.11517638e+01  1.68456038e+02 
 6.05589334e+05  3.11436777e+01  1.68197196e+02 
 6.19554061e+05  3.11352305e+01  1.67932888e+02 
 6.33840810e+05  3.11264068e+01  1.67663022e+02 
 6.48457008e+05  3.11171906e+01  1.67387505e+02 
 6.63410251e+05  3.11075654e+01  1.67106244e+02 
 6.78708313e+05  3.10975140e+01  1.66819148e+02 
 6.94359143e+05  3.10870184e+01  1.66526125e+02 
 7.10370877e+05  3.10760604e+01  1.66227082e+02 
 7.26751838e+05  3.10646207e+01  1.65921931e+02 
 7.43510539e+05  3.10526795e+01  1.65610581e+02 
 7.60655691e+05  3.10402163e+01  1.65292944e+02 
 7.78196206e+05  3.10272098e+01  1.64968933e+02 
 7.96141200e+05  3.10136382e+01  1.64638461e+02 
 8.14500001e+05  3.09994788e+01  1.64301445e+02 
 8.33282151e+05  3.09847080e+01  1.63957802e+02 
 8.52497412e+05  3.09693018e+01  1.63607453e+02 
 8.72155772e+05  3.09532352e+01  1.63250319e+02 
 8.92267449e+05  3.09364826e+01  1.62886325e+02 
 9.12842895e+05  3.09190173e+01  1.62515400e+02 
 9.33892805e+05  3.09008121e+01  1.62137475e+02 
 9.55428121e+05  3.08818391e+01  1.61752484e+02 
 9.77460036e+05  3.08620693e+01  1.61360365e+02 
 1.00000000e+06  3.08414732e+01  1.60961062e+02 
 1.02305973e+06  3.08200203e+01  1.60554520e+02 
 1.04665121e+06  3.07976796e+01  1.60140693e+02 
 1.07078670e+06  3.07744191e+01  1.59719536e+02 
 1.09547876e+06  3.07502061e+01  1.59291013e+02 
 1.12074020e+06  3.07250074e+01  1.58855092e+02 
 1.14658417e+06  3.06987888e+01  1.58411746e+02 
 1.17302409e+06  3.06715155e+01  1.57960958e+02 
 1.20007371e+06  3.06431522e+01  1.57502715e+02 
 1.22774708e+06  3.06136627e+01  1.57037012e+02 
 1.25605860e+06  3.05830106e+01  1.56563853e+02 
 1.28502297e+06  3.05511585e+01  1.56083248e+02 
 1.31465525e+06  3.05180688e+01  1.55595218e+02 
 1.34497085e+06  3.04837033e+01  1.55099790e+02 
 1.37598551e+06  3.04480236e+01  1.54597003e+02 
 1.40771537e+06  3.04109907e+01  1.54086903e+02 
 1.44017690e+06  3.03725654e+01  1.53569547e+02 
 1.47338699e+06  3.03327084e+01  1.53045002e+02 
 1.50736290e+06  3.02913802e+01  1.52513346e+02 
 1.54212228e+06  3.02485411e+01  1.51974667e+02 
 1.57768320e+06  3.02041515e+01  1.51429063e+02 
 1.61406415e+06  3.01581720e+01  1.50876646e+02 
 1.65128404e+06  3.01105632e+01  1.50317538e+02 
 1.68936220e+06  3.00612862e+01  1.49751870e+02 
 1.72831844e+06  3.00103023e+01  1.49179789e+02 
 1.76817299e+06  2.99575734e+01  1.48601451e+02 
 1.80894658e+06  2.99030618e+01  1.48017024e+02 
 1.85066040e+06  2.98467307e+01  1.47426688e+02 
 1.89333613e+06  2.97885439e+01  1.46830636e+02 
 1.93699595e+06  2.97284662e+01  1.46229071e+02 
 1.98166255e+06  2.96664635e+01  1.45622208e+02 
 2.02735916e+06  2.96025027e+01  1.45010274e+02 
 2.07410951e+06  2.95365519e+01  1.44393505e+02 
 2.12193792e+06  2.94685805e+01  1.43772149e+02 
 2.17086923e+06  2.93985596e+01  1.43146465e+02 
 2.22092889e+06  2.93264615e+01  1.42516721e+02 
 2.27214291e+06  2.92522604e+01  1.41883195e+02 
 2.32453791e+06  2.91759322e+01  1.41246173e+02 
 2.37814113e+06  2.90974544e+01  1.40605951e+02 
 2.43298042e+06  2.90168066e+01  1.39962831e+02 
 2.48908429e+06  2.89339706e+01  1.39317122e+02 
 2.54648190e+06  2.88489298e+01  1.38669142e+02 
 2.60520309e+06  2.87616701e+01  1.38019212e+02 
 2.66527837e+06  2.86721794e+01  1.37367658e+02 
 2.72673897e+06  2.85804479e+01  1.36714812e+02 
 2.78961683e+06  2.84864682e+01  1.36061007e+02 
 2.85394464e+06  2.83902349e+01  1.35406580e+02 
 2.91975583e+06  2.82917453e+01  1.34751869e+02 
 2.98708461e+06  2.81909988e+01  1.34097211e+02 
 3.05596598e+06  2.80879971e+01  1.33442946e+02 
 3.12643573e+06  2.79827445e+01  1.32789410e+02 
 3.19853049e+06  2.78752474e+01  1.32136939e+02 
 3.27228774e+06  2.77655145e+01  1.31485864e+02 
 3.34774581e+06  2.76535568e+01  1.30836514e+02 
 3.42494392e+06  2.75393877e+01  1.30189214e+02 
 3.50392221e+06  2.74230224e+01  1.29544281e+02 
 3.58472171e+06  2.73044784e+01  1.28902028e+02 
 3.66738442e+06  2.71837753e+01  1.28262762e+02 
 3.75195331e+06  2.70609345e+01  1.27626779e+02 
 3.83847234e+06  2.69359793e+01  1.26994371e+02 
 3.92698648e+06  2.68089349e+01  1.26365819e+02 
 4.01754173e+06  2.66798280e+01  1.25741395e+02 
 4.11018515e+06  2.65486870e+01  1.25121361e+02 
 4.20496491e+06  2.64155419e+01  1.24505969e+02 
 4.30193027e+06  2.62804237e+01  1.23895462e+02 
 4.40113162e+06  2.61433652e+01  1.23290070e+02 
 4.50262052e+06  2.60043999e+01  1.22690012e+02 
 4.60644974e+06  2.58635627e+01  1.22095496e+02 
 4.71267322e+06  2.57208892e+01  1.21506720e+02 
 4.82134619e+06  2.55764161e+01  1.20923867e+02 
 4.93252513e+06  2.54301805e+01  1.20347111e+02 
 5.04626783e+06  2.52822204e+01  1.19776613e+02 
 5.16263340e+06  2.51325742e+01  1.19212522e+02 
 5.28168234e+06  2.49812808e+01  1.18654976e+02 
 5.40347650e+06  2.48283794e+01  1.18104100e+02 
 5.52807921e+06  2.46739093e+01  1.17560010e+02 
 5.65555523e+06  2.45179102e+01  1.17022808e+02 
 5.78597080e+06  2.43604216e+01  1.16492587e+02 
 5.91939372e+06  2.42014832e+01  1.15969427e+02 
 6.05589334e+06  2.40411343e+01  1.15453400e+02 
 6.19554061e+06  2.38794143e+01  1.14944565e+02 
 6.33840810e+06  2.37163622e+01  1.14442972e+02 
 6.48457008e+06  2.35520167e+01  1.13948662e+02 
 6.63410251e+06  2.33864162e+01  1.13461666e+02 
 6.78708313e+06  2.32195985e+01  1.12982006e+02 
 6.94359143e+06  2.30516011e+01  1.12509695e+02 
 7.10370877e+06  2.28824608e+01  1.12044739e+02 
 7.26751838e+06  2.27122140e+01  1.11587135e+02 
 7.43510539e+06  2.25408964e+01  1.11136872e+02 
 7.60655691e+06  2.23685431e+01  1.10693932e+02 
 7.78196206e+06  2.21951885e+01  1.10258292e+02 
 7.96141200e+06  2.20208662e+01  1.09829920e+02 
 8.14500001e+06  2.18456094e+01  1.09408779e+02 
 8.33282151e+06  2.16694501e+01  1.08994828e+02 
 8.52497412e+06  2.14924200e+01  1.08588017e+02 
 8.72155772e+06  2.13145497e+01  1.08188294e+02 
 8.92267449e+06  2.11358694e+01  1.07795601e+02 
 9.12842895e+06  2.09564080e+01  1.07409876e+02 
 9.33892805e+06  2.07761941e+01  1.07031054e+02 
 9.55428121e+06  2.05952553e+01  1.06659064e+02 
 9.77460036e+06  2.04136184e+01  1.06293833e+02 
 1.00000000e+07  2.02313095e+01  1.05935285e+02 
 1.02305973e+07  2.00483540e+01  1.05583341e+02 
 1.04665121e+07  1.98647763e+01  1.05237919e+02 
 1.07078670e+07  1.96806002e+01  1.04898935e+02 
 1.09547876e+07  1.94958488e+01  1.04566303e+02 
 1.12074020e+07  1.93105444e+01  1.04239934e+02 
 1.14658417e+07  1.91247084e+01  1.03919740e+02 
 1.17302409e+07  1.89383618e+01  1.03605629e+02 
 1.20007371e+07  1.87515248e+01  1.03297509e+02 
 1.22774708e+07  1.85642167e+01  1.02995287e+02 
 1.25605860e+07  1.83764564e+01  1.02698867e+02 
 1.28502297e+07  1.81882619e+01  1.02408156e+02 
 1.31465525e+07  1.79996509e+01  1.02123058e+02 
 1.34497085e+07  1.78106401e+01  1.01843476e+02 
 1.37598551e+07  1.76212459e+01  1.01569315e+02 
 1.40771537e+07  1.74314838e+01  1.01300479e+02 
 1.44017690e+07  1.72413689e+01  1.01036870e+02 
 1.47338699e+07  1.70509159e+01  1.00778393e+02 
 1.50736290e+07  1.68601386e+01  1.00524951e+02 
 1.54212228e+07  1.66690505e+01  1.00276449e+02 
 1.57768320e+07  1.64776645e+01  1.00032791e+02 
 1.61406415e+07  1.62859931e+01  9.97938825e+01 
 1.65128404e+07  1.60940483e+01  9.95596282e+01 
 1.68936220e+07  1.59018415e+01  9.93299346e+01 
 1.72831844e+07  1.57093839e+01  9.91047083e+01 
 1.76817299e+07  1.55166859e+01  9.88838566e+01 
 1.80894658e+07  1.53237578e+01  9.86672877e+01 
 1.85066040e+07  1.51306094e+01  9.84549105e+01 
 1.89333613e+07  1.49372500e+01  9.82466348e+01 
 1.93699595e+07  1.47436888e+01  9.80423710e+01 
 1.98166255e+07  1.45499343e+01  9.78420308e+01 
 2.02735916e+07  1.43559949e+01  9.76455266e+01 
 2.07410951e+07  1.41618785e+01  9.74527717e+01 
 2.12193792e+07  1.39675928e+01  9.72636804e+01 
 2.17086923e+07  1.37731451e+01  9.70781680e+01 
 2.22092889e+07  1.35785424e+01  9.68961509e+01 
 2.27214291e+07  1.33837916e+01  9.67175464e+01 
 2.32453791e+07  1.31888990e+01  9.65422727e+01 
 2.37814113e+07  1.29938708e+01  9.63702493e+01 
 2.43298042e+07  1.27987131e+01  9.62013964e+01 
 2.48908429e+07  1.26034315e+01  9.60356355e+01 
 2.54648190e+07  1.24080314e+01  9.58728889e+01 
 2.60520309e+07  1.22125182e+01  9.57130801e+01 
 2.66527837e+07  1.20168967e+01  9.55561334e+01 
 2.72673897e+07  1.18211720e+01  9.54019744e+01 
 2.78961683e+07  1.16253484e+01  9.52505295e+01 
 2.85394464e+07  1.14294305e+01  9.51017260e+01 
 2.91975583e+07  1.12334226e+01  9.49554924e+01 
 2.98708461e+07  1.10373285e+01  9.48117580e+01 
 3.05596598e+07  1.08411524e+01  9.46704532e+01 
 3.12643573e+07  1.06448978e+01  9.45315091e+01 
 3.19853049e+07  1.04485684e+01  9.43948581e+01 
 3.27228774e+07  1.02521676e+01  9.42604330e+01 
 3.34774581e+07  1.00556986e+01  9.41281680e+01 
 3.42494392e+07  9.85916473e+00  9.39979978e+01 
 3.50392221e+07  9.66256888e+00  9.38698583e+01 
 3.58472171e+07  9.46591398e+00  9.37436858e+01 
 3.66738442e+07  9.26920283e+00  9.36194178e+01 
 3.75195331e+07  9.07243808e+00  9.34969925e+01 
 3.83847234e+07  8.87562232e+00  9.33763487e+01 
 3.92698648e+07  8.67875799e+00  9.32574262e+01 
 4.01754173e+07  8.48184746e+00  9.31401655e+01 
 4.11018515e+07  8.28489301e+00  9.30245077e+01 
 4.20496491e+07  8.08789682e+00  9.29103946e+01 
 4.30193027e+07  7.89086098e+00  9.27977689e+01 
 4.40113162e+07  7.69378752e+00  9.26865736e+01 
 4.50262052e+07  7.49667837e+00  9.25767527e+01 
 4.60644974e+07  7.29953542e+00  9.24682506e+01 
 4.71267322e+07  7.10236047e+00  9.23610122e+01 
 4.82134619e+07  6.90515524e+00  9.22549833e+01 
 4.93252513e+07  6.70792142e+00  9.21501100e+01 
 5.04626783e+07  6.51066064e+00  9.20463388e+01 
 5.16263340e+07  6.31337444e+00  9.19436171e+01 
 5.28168234e+07  6.11606434e+00  9.18418925e+01 
 5.40347650e+07  5.91873182e+00  9.17411130e+01 
 5.52807921e+07  5.72137828e+00  9.16412273e+01 
 5.65555523e+07  5.52400509e+00  9.15421843e+01 
 5.78597080e+07  5.32661361e+00  9.14439333e+01 
 5.91939372e+07  5.12920512e+00  9.13464240e+01 
 6.05589334e+07  4.93178089e+00  9.12496066e+01 
 6.19554061e+07  4.73434214e+00  9.11534314e+01 
 6.33840810e+07  4.53689008e+00  9.10578490e+01 
 6.48457008e+07  4.33942589e+00  9.09628105e+01 
 6.63410251e+07  4.14195071e+00  9.08682671e+01 
 6.78708313e+07  3.94446567e+00  9.07741702e+01 
 6.94359143e+07  3.74697188e+00  9.06804715e+01 
 7.10370877e+07  3.54947042e+00  9.05871227e+01 
 7.26751838e+07  3.35196237e+00  9.04940761e+01 
 7.43510539e+07  3.15444879e+00  9.04012836e+01 
 7.60655691e+07  2.95693073e+00  9.03086976e+01 
 7.78196206e+07  2.75940923e+00  9.02162704e+01 
 7.96141200e+07  2.56188531e+00  9.01239545e+01 
 8.14500001e+07  2.36436001e+00  9.00317023e+01 
 8.33282151e+07  2.16683434e+00  8.99394665e+01 
 8.52497412e+07  1.96930935e+00  8.98471996e+01 
 8.72155772e+07  1.77178604e+00  8.97548540e+01 
 8.92267449e+07  1.57426544e+00  8.96623822e+01 
 9.12842895e+07  1.37674860e+00  8.95697367e+01 
 9.33892805e+07  1.17923655e+00  8.94768699e+01 
 9.55428121e+07  9.81730346e-01  8.93837339e+01 
 9.77460036e+07  7.84231049e-01  8.92902809e+01 
 1.00000000e+08  5.86739737e-01  8.91964628e+01 
 1.02305973e+08  3.89257504e-01  8.91022315e+01 
 1.04665121e+08  1.91785463e-01  8.90075385e+01 
 1.07078670e+08 -5.67525279e-03  8.89123351e+01 
 1.09547876e+08 -2.03123487e-01  8.88165727e+01 
 1.12074020e+08 -4.00558057e-01  8.87202019e+01 
 1.14658417e+08 -5.97977754e-01  8.86231734e+01 
 1.17302409e+08 -7.95381336e-01  8.85254376e+01 
 1.20007371e+08 -9.92767532e-01  8.84269443e+01 
 1.22774708e+08 -1.19013503e+00  8.83276431e+01 
 1.25605860e+08 -1.38748249e+00  8.82274834e+01 
 1.28502297e+08 -1.58480851e+00  8.81264138e+01 
 1.31465525e+08 -1.78211168e+00  8.80243829e+01 
 1.34497085e+08 -1.97939050e+00  8.79213386e+01 
 1.37598551e+08 -2.17664346e+00  8.78172284e+01 
 1.40771537e+08 -2.37386898e+00  8.77119993e+01 
 1.44017690e+08 -2.57106540e+00  8.76055979e+01 
 1.47338699e+08 -2.76823106e+00  8.74979701e+01 
 1.50736290e+08 -2.96536418e+00  8.73890614e+01 
 1.54212228e+08 -3.16246294e+00  8.72788165e+01 
 1.57768320e+08 -3.35952545e+00  8.71671798e+01 
 1.61406415e+08 -3.55654975e+00  8.70540949e+01 
 1.65128404e+08 -3.75353380e+00  8.69395047e+01 
 1.68936220e+08 -3.95047546e+00  8.68233516e+01 
 1.72831844e+08 -4.14737253e+00  8.67055773e+01 
 1.76817299e+08 -4.34422271e+00  8.65861227e+01 
 1.80894658e+08 -4.54102361e+00  8.64649280e+01 
 1.85066040e+08 -4.73777274e+00  8.63419326e+01 
 1.89333613e+08 -4.93446750e+00  8.62170754e+01 
 1.93699595e+08 -5.13110519e+00  8.60902941e+01 
 1.98166255e+08 -5.32768299e+00  8.59615258e+01 
 2.02735916e+08 -5.52419796e+00  8.58307070e+01 
 2.07410951e+08 -5.72064704e+00  8.56977729e+01 
 2.12193792e+08 -5.91702704e+00  8.55626582e+01 
 2.17086923e+08 -6.11333463e+00  8.54252966e+01 
 2.22092889e+08 -6.30956634e+00  8.52856208e+01 
 2.27214291e+08 -6.50571854e+00  8.51435628e+01 
 2.32453791e+08 -6.70178746e+00  8.49990534e+01 
 2.37814113e+08 -6.89776916e+00  8.48520228e+01 
 2.43298042e+08 -7.09365952e+00  8.47023999e+01 
 2.48908429e+08 -7.28945425e+00  8.45501128e+01 
 2.54648190e+08 -7.48514889e+00  8.43950887e+01 
 2.60520309e+08 -7.68073876e+00  8.42372537e+01 
 2.66527837e+08 -7.87621899e+00  8.40765328e+01 
 2.72673897e+08 -8.07158449e+00  8.39128502e+01 
 2.78961683e+08 -8.26682996e+00  8.37461289e+01 
 2.85394464e+08 -8.46194988e+00  8.35762910e+01 
 2.91975583e+08 -8.65693847e+00  8.34032576e+01 
 2.98708461e+08 -8.85178970e+00  8.32269488e+01 
 3.05596598e+08 -9.04649731e+00  8.30472834e+01 
 3.12643573e+08 -9.24105474e+00  8.28641795e+01 
