vin,vout,dvout_dvin
3.770000000000000018e-01,1.489875870000000102e+00,-1.232850000001235458e-01
3.780000000000000027e-01,1.489752060000000045e+00,-1.243350000000873479e-01
3.790000000000000036e-01,1.489627199999999929e+00,-1.253849999999374631e-01
3.800000000000000044e-01,1.489501289999999978e+00,-1.264449999998760177e-01
3.810000000000000053e-01,1.489374310000000090e+00,-1.275150000000166983e-01
3.820000000000000062e-01,1.489246260000000044e+00,-1.285850000000436921e-01
3.830000000000000071e-01,1.489117140000000061e+00,-1.296600000000580621e-01
3.840000000000000080e-01,1.488986939999999981e+00,-1.307449999999334977e-01
3.850000000000000089e-01,1.488855650000000086e+00,-1.318350000000236832e-01
3.860000000000000098e-01,1.488723269999999932e+00,-1.329300000001012450e-01
3.870000000000000107e-01,1.488589790000000024e+00,-1.340299999999388092e-01
3.880000000000000115e-01,1.488455209999999918e+00,-1.351349999999911233e-01
3.890000000000000124e-01,1.488319519999999896e+00,-1.362450000000308137e-01
3.900000000000000133e-01,1.488182719999999959e+00,-1.373649999999315696e-01
3.910000000000000142e-01,1.488044790000000006e+00,-1.384899999999333886e-01
3.920000000000000151e-01,1.487905739999999977e+00,-1.396150000000488944e-01
3.930000000000000160e-01,1.487765559999999931e+00,-1.407500000000254659e-01
3.940000000000000169e-01,1.487624239999999931e+00,-1.418949999999767897e-01
3.950000000000000178e-01,1.487481770000000036e+00,-1.430450000000291766e-01
3.960000000000000187e-01,1.487338150000000025e+00,-1.441950000000815635e-01
3.970000000000000195e-01,1.487193379999999898e+00,-1.453549999999950160e-01
3.980000000000000204e-01,1.487047439999999998e+00,-1.465199999998958447e-01
3.990000000000000213e-01,1.486900340000000043e+00,-1.476900000000114233e-01
4.000000000000000222e-01,1.486752059999999931e+00,-1.488750000000891305e-01
4.010000000000000231e-01,1.486602589999999946e+00,-1.500549999999520878e-01
4.020000000000000240e-01,1.486451949999999966e+00,-1.512449999999034844e-01
4.030000000000000249e-01,1.486300100000000013e+00,-1.524450000000570071e-01
4.040000000000000258e-01,1.486147059999999964e+00,-1.536450000000968430e-01
4.050000000000000266e-01,1.485992809999999942e+00,-1.548549999999977445e-01
4.060000000000000275e-01,1.485837349999999946e+00,-1.560699999998860221e-01
4.069999999999999729e-01,1.485680670000000037e+00,-1.572900000001027365e-01
4.079999999999999738e-01,1.485522769999999992e+00,-1.585200000000668297e-01
4.089999999999999747e-01,1.485363629999999935e+00,-1.597599999998919884e-01
4.099999999999999756e-01,1.485203250000000086e+00,-1.609999999999445208e-01
4.109999999999999765e-01,1.485041630000000001e+00,-1.622450000000981163e-01
4.119999999999999774e-01,1.484878759999999964e+00,-1.634999999999990905e-01
4.129999999999999782e-01,1.484714630000000035e+00,-1.647600000000011278e-01
4.139999999999999791e-01,1.484549239999999992e+00,-1.660300000000916043e-01
4.149999999999999800e-01,1.484382569999999957e+00,-1.673100000000431464e-01
4.159999999999999809e-01,1.484214619999999929e+00,-1.685899999999946886e-01
4.169999999999999818e-01,1.484045389999999909e+00,-1.698749999999336069e-01
4.179999999999999827e-01,1.483874869999999957e+00,-1.711699999999609645e-01
4.189999999999999836e-01,1.483703049999999912e+00,-1.724749999999630745e-01
4.199999999999999845e-01,1.483529920000000057e+00,-1.737799999999651845e-01
4.209999999999999853e-01,1.483355490000000110e+00,-1.750950000000557338e-01
4.219999999999999862e-01,1.483179730000000029e+00,-1.764249999999947249e-01
4.229999999999999871e-01,1.483002640000000039e+00,-1.777550000000474029e-01
4.239999999999999880e-01,1.482824219999999915e+00,-1.790900000000874570e-01
4.249999999999999889e-01,1.482644459999999942e+00,-1.804349999999885767e-01
4.259999999999999898e-01,1.482463349999999958e+00,-1.817849999999907595e-01
4.269999999999999907e-01,1.482280889999999962e+00,-1.831449999999676947e-01
4.279999999999999916e-01,1.482097060000000077e+00,-1.845099999999320062e-01
4.289999999999999925e-01,1.481911870000000020e+00,-1.858849999999847569e-01
4.299999999999999933e-01,1.481725289999999973e+00,-1.872700000000122600e-01
4.309999999999999942e-01,1.481537330000000097e+00,-1.886550000000397631e-01
4.319999999999999951e-01,1.481347980000000009e+00,-1.900500000000420187e-01
4.329999999999999960e-01,1.481157229999999991e+00,-1.914549999999053398e-01
4.339999999999999969e-01,1.480965070000000106e+00,-1.928649999999834108e-01
4.349999999999999978e-01,1.480771499999999907e+00,-1.942850000000362343e-01
4.359999999999999987e-01,1.480576499999999962e+00,-1.957149999999501233e-01
4.369999999999999996e-01,1.480380070000000048e+00,-1.971450000000913860e-01
4.380000000000000004e-01,1.480182209999999943e+00,-1.985899999999674037e-01
4.390000000000000013e-01,1.479982890000000051e+00,-2.000399999999444844e-01
4.400000000000000022e-01,1.479782130000000029e+00,-2.014950000000226282e-01
4.410000000000000031e-01,1.479579900000000059e+00,-2.029650000000629007e-01
4.420000000000000040e-01,1.479376199999999919e+00,-2.044400000000905493e-01
4.430000000000000049e-01,1.479171019999999892e+00,-2.059199999998782005e-01
4.440000000000000058e-01,1.478964359999999978e+00,-2.074099999998679777e-01
4.450000000000000067e-01,1.478756200000000076e+00,-2.089150000000472573e-01
4.460000000000000075e-01,1.478546530000000025e+00,-2.104200000001128501e-01
4.470000000000000084e-01,1.478335359999999987e+00,-2.119299999999384454e-01
4.480000000000000093e-01,1.478122670000000083e+00,-2.134599999999409192e-01
4.490000000000000102e-01,1.477908439999999990e+00,-2.149950000000444561e-01
4.500000000000000111e-01,1.477692680000000092e+00,-2.165300000000343061e-01
4.510000000000000120e-01,1.477475380000000005e+00,-2.180799999999862848e-01
4.520000000000000129e-01,1.477256520000000073e+00,-2.196450000000140790e-01
4.530000000000000138e-01,1.477036089999999913e+00,-2.212100000000418731e-01
4.540000000000000147e-01,1.476814099999999907e+00,-2.227849999999307329e-01
4.550000000000000155e-01,1.476590520000000017e+00,-2.243700000000217187e-01
4.560000000000000164e-01,1.476365359999999960e+00,-2.259650000000874570e-01
4.570000000000000173e-01,1.476138589999999917e+00,-2.275699999999005740e-01
4.580000000000000182e-01,1.475910220000000050e+00,-2.291799999999284410e-01
4.590000000000000191e-01,1.475680230000000037e+00,-2.308050000001458102e-01
4.600000000000000200e-01,1.475448609999999938e+00,-2.324350000000094951e-01
4.610000000000000209e-01,1.475215359999999976e+00,-2.340749999998479325e-01
4.620000000000000218e-01,1.474980460000000049e+00,-2.357250000001158696e-01
4.630000000000000226e-01,1.474743909999999936e+00,-2.373850000001311855e-01
4.640000000000000235e-01,1.474505689999999980e+00,-2.390599999998812564e-01
4.650000000000000244e-01,1.474265790000000020e+00,-2.407349999999723877e-01
4.660000000000000253e-01,1.474024219999999996e+00,-2.424200000000382715e-01
4.670000000000000262e-01,1.473780950000000090e+00,-2.441250000000536602e-01
4.680000000000000271e-01,1.473535969999999917e+00,-2.458349999999427382e-01
4.689999999999999725e-01,1.473289279999999923e+00,-2.475500000001602530e-01
4.699999999999999734e-01,1.473040869999999947e+00,-2.492799999998851490e-01
4.709999999999999742e-01,1.472790720000000109e+00,-2.510200000000395448e-01
4.719999999999999751e-01,1.472538829999999965e+00,-2.527700000000550062e-01
4.729999999999999760e-01,1.472285180000000082e+00,-2.545299999999315332e-01
4.739999999999999769e-01,1.472029770000000015e+00,-2.562999999998964995e-01
4.749999999999999778e-01,1.471772580000000108e+00,-2.580850000000509681e-01
4.759999999999999787e-01,1.471513599999999977e+00,-2.598750000000791260e-01
4.769999999999999796e-01,1.471252830000000067e+00,-2.616749999999683496e-01
4.779999999999999805e-01,1.470990250000000055e+00,-2.634950000000344517e-01
4.789999999999999813e-01,1.470725840000000062e+00,-2.653199999999742431e-01
4.799999999999999822e-01,1.470459610000000028e+00,-2.671550000000024738e-01
4.809999999999999831e-01,1.470191529999999913e+00,-2.690000000000054570e-01
4.819999999999999840e-01,1.469921610000000101e+00,-2.708599999999705688e-01
4.829999999999999849e-01,1.469649809999999945e+00,-2.727350000000114960e-01
4.839999999999999858e-01,1.469376140000000053e+00,-2.746149999999261127e-01
4.849999999999999867e-01,1.469100580000000100e+00,-2.765100000000302316e-01
4.859999999999999876e-01,1.468823119999999927e+00,-2.784150000001091030e-01
4.869999999999999885e-01,1.468543750000000037e+00,-2.803299999999353531e-01
4.879999999999999893e-01,1.468262460000000047e+00,-2.822599999999511056e-01
4.889999999999999902e-01,1.467979230000000079e+00,-2.842050000000426735e-01
4.899999999999999911e-01,1.467694049999999972e+00,-2.861599999999953070e-01
4.909999999999999920e-01,1.467406910000000009e+00,-2.881249999999226930e-01
4.919999999999999929e-01,1.467117800000000027e+00,-2.901050000000395812e-01
4.929999999999999938e-01,1.466826699999999928e+00,-2.921000000001185981e-01
4.939999999999999947e-01,1.466533599999999993e+00,-2.941049999999449938e-01
4.949999999999999956e-01,1.466238490000000061e+00,-2.961199999999735155e-01
4.959999999999999964e-01,1.465941359999999971e+00,-2.981499999999641659e-01
4.969999999999999973e-01,1.465642190000000067e+00,-3.001999999999043212e-01
4.979999999999999982e-01,1.465340960000000026e+00,-3.022550000000592263e-01
4.989999999999999991e-01,1.465037680000000009e+00,-3.043250000000625732e-01
5.000000000000000000e-01,1.464732310000000037e+00,-3.064150000001291119e-01
5.010000000000000009e-01,1.464424849999999889e+00,-3.085099999999556530e-01
5.020000000000000018e-01,1.464115290000000069e+00,-3.106199999998580097e-01
5.030000000000000027e-01,1.463803610000000033e+00,-3.127500000000509317e-01
5.040000000000000036e-01,1.463489789999999902e+00,-3.148950000000922955e-01
5.050000000000000044e-01,1.463173819999999958e+00,-3.170499999999947249e-01
5.060000000000000053e-01,1.462855690000000042e+00,-3.192199999998592830e-01
5.070000000000000062e-01,1.462535380000000051e+00,-3.214050000000270302e-01
5.080000000000000071e-01,1.462212880000000048e+00,-3.236000000000558430e-01
5.090000000000000080e-01,1.461888180000000093e+00,-3.258200000000215368e-01
5.100000000000000089e-01,1.461561239999999984e+00,-3.280499999999619831e-01
5.110000000000000098e-01,1.461232080000000044e+00,-3.302949999999782449e-01
5.120000000000000107e-01,1.460900649999999912e+00,-3.325600000000576983e-01
5.130000000000000115e-01,1.460566959999999970e+00,-3.348349999999982174e-01
5.140000000000000124e-01,1.460230979999999956e+00,-3.371300000000019281e-01
5.150000000000000133e-01,1.459892699999999932e+00,-3.394399999999677675e-01
5.160000000000000142e-01,1.459552100000000019e+00,-3.417650000000094224e-01
5.170000000000000151e-01,1.459209170000000055e+00,-3.441050000000132059e-01
5.180000000000000160e-01,1.458863889999999941e+00,-3.464649999999664942e-01
5.190000000000000169e-01,1.458516240000000019e+00,-3.488449999999829743e-01
5.200000000000000178e-01,1.458166199999999968e+00,-3.512349999999742067e-01
5.210000000000000187e-01,1.457813770000000009e+00,-3.536450000000286309e-01
5.220000000000000195e-01,1.457458909999999941e+00,-3.560800000000199361e-01
5.230000000000000204e-01,1.457101610000000047e+00,-3.585249999999859938e-01
5.240000000000000213e-01,1.456741859999999944e+00,-3.609850000000278669e-01
5.250000000000000222e-01,1.456379639999999975e+00,-3.634699999998929343e-01
5.260000000000000231e-01,1.456014920000000101e+00,-3.659699999999475040e-01
5.270000000000000240e-01,1.455647700000000100e+00,-3.684900000000652653e-01
5.280000000000000249e-01,1.455277939999999992e+00,-3.710300000000188447e-01
5.290000000000000258e-01,1.454905640000000000e+00,-3.735850000000482396e-01
5.300000000000000266e-01,1.454530770000000084e+00,-3.761650000001282024e-01
5.310000000000000275e-01,1.454153309999999921e+00,-3.787599999999429201e-01
5.320000000000000284e-01,1.453773250000000017e+00,-3.813799999999218926e-01
5.330000000000000293e-01,1.453390549999999948e+00,-3.840149999999766806e-01
5.340000000000000302e-01,1.453005220000000097e+00,-3.866699999999809734e-01
5.350000000000000311e-01,1.452617210000000103e+00,-3.893550000000232103e-01
5.360000000000000320e-01,1.452226510000000026e+00,-3.920500000000401997e-01
5.370000000000000329e-01,1.451833109999999927e+00,-3.947699999999940701e-01
5.380000000000000338e-01,1.451436970000000048e+00,-3.975149999999985084e-01
5.390000000000000346e-01,1.451038080000000008e+00,-4.002750000000787622e-01
5.400000000000000355e-01,1.450636419999999926e+00,-4.030599999999822103e-01
5.410000000000000364e-01,1.450231959999999987e+00,-4.058699999999362262e-01
5.420000000000000373e-01,1.449824680000000088e+00,-4.087000000000671207e-01
5.430000000000000382e-01,1.449414559999999907e+00,-4.115550000000212094e-01
5.440000000000000391e-01,1.449001570000000072e+00,-4.144299999999248030e-01
5.450000000000000400e-01,1.448585699999999976e+00,-4.173299999999926513e-01
5.460000000000000409e-01,1.448166910000000085e+00,-4.202599999999847569e-01
5.470000000000000417e-01,1.447745180000000076e+00,-4.232099999999263673e-01
5.480000000000000426e-01,1.447320490000000071e+00,-4.261800000000448563e-01
5.490000000000000435e-01,1.446892819999999968e+00,-4.291800000000876025e-01
5.500000000000000444e-01,1.446462130000000013e+00,-4.322049999999535430e-01
5.510000000000000453e-01,1.446028410000000042e+00,-4.352549999999837382e-01
5.520000000000000462e-01,1.445591620000000077e+00,-4.383300000000645014e-01
5.530000000000000471e-01,1.445151749999999957e+00,-4.414300000000821456e-01
5.540000000000000480e-01,1.444708759999999925e+00,-4.445599999999103602e-01
5.550000000000000488e-01,1.444262630000000103e+00,-4.477199999998902058e-01
5.560000000000000497e-01,1.443813320000000067e+00,-4.509050000000343061e-01
5.570000000000000506e-01,1.443360820000000100e+00,-4.541150000000016007e-01
5.580000000000000515e-01,1.442905090000000001e+00,-4.573550000000068394e-01
5.590000000000000524e-01,1.442446109999999893e+00,-4.606250000000500222e-01
5.600000000000000533e-01,1.441983840000000017e+00,-4.639250000000174623e-01
5.610000000000000542e-01,1.441518260000000051e+00,-4.672500000000354703e-01
5.620000000000000551e-01,1.441049339999999956e+00,-4.706100000000787986e-01
5.629999999999999449e-01,1.440577039999999975e+00,-4.739999999998190106e-01
5.639999999999999458e-01,1.440101340000000008e+00,-4.774199999999382271e-01
5.649999999999999467e-01,1.439622200000000074e+00,-4.808750000000827640e-01
5.659999999999999476e-01,1.439139589999999913e+00,-4.843600000001515582e-01
5.669999999999999485e-01,1.438653479999999929e+00,-4.878749999999172360e-01
5.679999999999999494e-01,1.438163840000000082e+00,-4.914249999999356078e-01
5.689999999999999503e-01,1.437670629999999949e+00,-4.950100000000929867e-01
5.699999999999999512e-01,1.437173819999999935e+00,-4.986299999999346255e-01
5.709999999999999520e-01,1.436673370000000061e+00,-5.022799999999278953e-01
5.719999999999999529e-01,1.436169260000000003e+00,-5.059650000000601722e-01
5.729999999999999538e-01,1.435661440000000066e+00,-5.096949999999651482e-01
5.739999999999999547e-01,1.435149870000000050e+00,-5.134549999999080683e-01
5.749999999999999556e-01,1.434634530000000074e+00,-5.172499999999899956e-01
5.759999999999999565e-01,1.434115370000000000e+00,-5.210850000000846194e-01
5.769999999999999574e-01,1.433592360000000010e+00,-5.249600000000782529e-01
5.779999999999999583e-01,1.433065449999999963e+00,-5.288749999999708962e-01
5.789999999999999591e-01,1.432534610000000042e+00,-5.328249999998888597e-01
5.799999999999999600e-01,1.431999800000000045e+00,-5.368150000000468935e-01
5.809999999999999609e-01,1.431460979999999994e+00,-5.408500000000913133e-01
5.819999999999999618e-01,1.430918099999999971e+00,-5.449250000000347427e-01
5.829999999999999627e-01,1.430371129999999935e+00,-5.490449999999782449e-01
5.839999999999999636e-01,1.429820010000000030e+00,-5.532049999999344436e-01
5.849999999999999645e-01,1.429264719999999933e+00,-5.574100000000044020e-01
5.859999999999999654e-01,1.428705190000000069e+00,-5.616600000000744330e-01
5.869999999999999662e-01,1.428141399999999894e+00,-5.659500000000434738e-01
5.879999999999999671e-01,1.427573289999999995e+00,-5.702949999998736530e-01
5.889999999999999680e-01,1.427000810000000008e+00,-5.746849999999312786e-01
5.899999999999999689e-01,1.426423919999999956e+00,-5.791200000001026638e-01
5.909999999999999698e-01,1.425842569999999920e+00,-5.836050000000341242e-01
5.919999999999999707e-01,1.425256709999999982e+00,-5.881399999999530337e-01
5.929999999999999716e-01,1.424666290000000002e+00,-5.927249999999730790e-01
5.939999999999999725e-01,1.424071260000000061e+00,-5.973649999999679494e-01
5.949999999999999734e-01,1.423471560000000080e+00,-6.020549999999502688e-01
5.959999999999999742e-01,1.422867150000000080e+00,-6.068000000000211003e-01
5.969999999999999751e-01,1.422257960000000043e+00,-6.116000000000667569e-01
5.979999999999999760e-01,1.421643949999999990e+00,-6.164499999999861757e-01
5.989999999999999769e-01,1.421025060000000062e+00,-6.213599999999814827e-01
5.999999999999999778e-01,1.420401229999999959e+00,-6.263349999999263673e-01
6.009999999999999787e-01,1.419772390000000106e+00,-6.313649999999597640e-01
6.019999999999999796e-01,1.419138500000000080e+00,-6.364450000000942964e-01
6.029999999999999805e-01,1.418499500000000024e+00,-6.416000000000394721e-01
6.039999999999999813e-01,1.417855300000000041e+00,-6.468149999999468491e-01
6.049999999999999822e-01,1.417205870000000090e+00,-6.520850000000564251e-01
6.059999999999999831e-01,1.416551129999999992e+00,-6.574300000000903310e-01
6.069999999999999840e-01,1.415891009999999950e+00,-6.628399999999601278e-01
6.079999999999999849e-01,1.415225450000000107e+00,-6.683199999998805652e-01
6.089999999999999858e-01,1.414554370000000061e+00,-6.738650000000916407e-01
6.099999999999999867e-01,1.413877719999999893e+00,-6.794800000001259832e-01
6.109999999999999876e-01,1.413195409999999930e+00,-6.851699999998572821e-01
6.119999999999999885e-01,1.412507380000000090e+00,-6.909349999999676584e-01
6.129999999999999893e-01,1.411813540000000033e+00,-6.967800000001034277e-01
6.139999999999999902e-01,1.411113819999999963e+00,-7.026949999999487773e-01
6.149999999999999911e-01,1.410408150000000083e+00,-7.086849999999458305e-01
6.159999999999999920e-01,1.409696449999999990e+00,-7.147649999999430293e-01
6.169999999999999929e-01,1.408978620000000070e+00,-7.209249999999656211e-01
6.179999999999999938e-01,1.408254600000000023e+00,-7.271650000001272929e-01
6.189999999999999947e-01,1.407524290000000011e+00,-7.335000000000491127e-01
6.199999999999999956e-01,1.406787599999999916e+00,-7.399199999999837019e-01
6.209999999999999964e-01,1.406044450000000001e+00,-7.464300000000321234e-01
6.219999999999999973e-01,1.405294739999999987e+00,-7.530299999999670035e-01
6.229999999999999982e-01,1.404538389999999914e+00,-7.597299999998767817e-01
6.239999999999999991e-01,1.403775280000000070e+00,-7.665250000000014552e-01
6.250000000000000000e-01,1.403005339999999990e+00,-7.734150000001136505e-01
6.260000000000000009e-01,1.402228449999999960e+00,-7.804099999999607462e-01
6.270000000000000018e-01,1.401444520000000082e+00,-7.875099999999974898e-01
6.280000000000000027e-01,1.400653429999999977e+00,-7.947199999999838838e-01
6.290000000000000036e-01,1.399855080000000029e+00,-8.020399999999199281e-01
6.300000000000000044e-01,1.399049350000000080e+00,-8.094700000000329965e-01
6.310000000000000053e-01,1.398236140000000072e+00,-8.170099999999820284e-01
6.320000000000000062e-01,1.397415330000000067e+00,-8.246750000000702130e-01
6.330000000000000071e-01,1.396586789999999967e+00,-8.324600000000828004e-01
6.340000000000000080e-01,1.395750409999999997e+00,-8.403700000000071668e-01
6.350000000000000089e-01,1.394906049999999897e+00,-8.484099999999443753e-01
6.360000000000000098e-01,1.394053589999999954e+00,-8.565800000000081127e-01
6.370000000000000107e-01,1.393192889999999906e+00,-8.648849999999583815e-01
6.380000000000000115e-01,1.392323820000000101e+00,-8.733300000000099317e-01
6.390000000000000124e-01,1.391446229999999895e+00,-8.819150000000490763e-01
6.400000000000000133e-01,1.390559990000000079e+00,-8.906499999999368811e-01
6.410000000000000142e-01,1.389664929999999909e+00,-8.995350000000144064e-01
6.420000000000000151e-01,1.388760919999999954e+00,-9.085750000000416549e-01
6.430000000000000160e-01,1.387847779999999975e+00,-9.177799999999933789e-01
6.440000000000000169e-01,1.386925359999999996e+00,-9.271399999998948260e-01
6.450000000000000178e-01,1.385993500000000100e+00,-9.366750000000365617e-01
6.460000000000000187e-01,1.385052009999999889e+00,-9.463900000000649015e-01
6.470000000000000195e-01,1.384100719999999951e+00,-9.562799999999924694e-01
6.480000000000000204e-01,1.383139450000000048e+00,-9.663550000000213913e-01
6.490000000000000213e-01,1.382168010000000002e+00,-9.766199999999116699e-01
6.500000000000000222e-01,1.381186210000000081e+00,-9.870849999999791180e-01
6.510000000000000231e-01,1.380193840000000005e+00,-9.977600000000848013e-01
6.520000000000000240e-01,1.379190689999999941e+00,-1.008640000000013970e+00
6.530000000000000249e-01,1.378176559999999995e+00,-1.019734999999968750e+00
6.540000000000000258e-01,1.377151220000000009e+00,-1.031064999999898646e+00
6.550000000000000266e-01,1.376114430000000111e+00,-1.042619999999942593e+00
6.560000000000000275e-01,1.375065980000000021e+00,-1.054415000000062719e+00
6.570000000000000284e-01,1.374005600000000049e+00,-1.066470000000094842e+00
6.580000000000000293e-01,1.372933039999999938e+00,-1.078774999999950523e+00
6.590000000000000302e-01,1.371848050000000097e+00,-1.091344999999932952e+00
6.600000000000000311e-01,1.370750350000000006e+00,-1.104195000000004256e+00
6.610000000000000320e-01,1.369639660000000037e+00,-1.117335000000025502e+00
6.620000000000000329e-01,1.368515680000000012e+00,-1.130770000000097752e+00
6.630000000000000338e-01,1.367378119999999919e+00,-1.144514999999955762e+00
6.640000000000000346e-01,1.366226649999999987e+00,-1.158585000000016407e+00
6.650000000000000355e-01,1.365060949999999940e+00,-1.172985000000039690e+00
6.660000000000000364e-01,1.363880680000000067e+00,-1.187734999999975116e+00
6.670000000000000373e-01,1.362685479999999894e+00,-1.202850000000012187e+00
6.680000000000000382e-01,1.361474979999999890e+00,-1.218340000000011969e+00
6.690000000000000391e-01,1.360248799999999925e+00,-1.234220000000050277e+00
6.700000000000000400e-01,1.359006539999999985e+00,-1.250504999999975553e+00
6.710000000000000409e-01,1.357747789999999899e+00,-1.267224999999939428e+00
6.720000000000000417e-01,1.356472090000000019e+00,-1.284389999999916654e+00
6.730000000000000426e-01,1.355179010000000073e+00,-1.302014999999983047e+00
6.740000000000000435e-01,1.353868059999999929e+00,-1.320130000000062864e+00
6.750000000000000444e-01,1.352538749999999901e+00,-1.338754999999991924e+00
6.760000000000000453e-01,1.351190550000000101e+00,-1.357914999999934480e+00
6.770000000000000462e-01,1.349822920000000037e+00,-1.377629999999953725e+00
6.780000000000000471e-01,1.348435290000000064e+00,-1.397929999999973916e+00
6.790000000000000480e-01,1.347027060000000054e+00,-1.418850000000134060e+00
6.800000000000000488e-01,1.345597589999999899e+00,-1.440420000000017353e+00
6.810000000000000497e-01,1.344146220000000058e+00,-1.462664999999901738e+00
6.820000000000000506e-01,1.342672260000000062e+00,-1.485625000000027285e+00
6.830000000000000515e-01,1.341174969999999966e+00,-1.509344999999939319e+00
6.840000000000000524e-01,1.339653570000000071e+00,-1.533860000000004220e+00
6.850000000000000533e-01,1.338107249999999970e+00,-1.559210000000120999e+00
6.860000000000000542e-01,1.336535150000000005e+00,-1.585455000000024484e+00
6.870000000000000551e-01,1.334936340000000055e+00,-1.612645000000270556e+00
6.879999999999999449e-01,1.333309859999999958e+00,-1.640830000000050859e+00
6.889999999999999458e-01,1.331654679999999980e+00,-1.670074999999997090e+00
6.899999999999999467e-01,1.329969710000000083e+00,-1.700444999999945139e+00
6.909999999999999476e-01,1.328253789999999990e+00,-1.732015000000046712e+00
6.919999999999999485e-01,1.326505679999999909e+00,-1.764855000000011387e+00
6.929999999999999494e-01,1.324724079999999971e+00,-1.799059999999940374e+00
6.939999999999999503e-01,1.322907559999999982e+00,-1.834725000000048567e+00
6.949999999999999512e-01,1.321054629999999896e+00,-1.871944999999982429e+00
6.959999999999999520e-01,1.319163670000000010e+00,-1.910839999999893735e+00
6.969999999999999529e-01,1.317232949999999958e+00,-1.951530000000047949e+00
6.979999999999999538e-01,1.315260609999999941e+00,-1.994150000000104228e+00
6.989999999999999547e-01,1.313244649999999902e+00,-2.038849999999911233e+00
6.999999999999999556e-01,1.311182910000000090e+00,-2.085809999999924003e+00
7.009999999999999565e-01,1.309073029999999971e+00,-2.135210000000142827e+00
7.019999999999999574e-01,1.306912489999999982e+00,-2.187249999999949068e+00
7.029999999999999583e-01,1.304698530000000023e+00,-2.242169999999987340e+00
7.039999999999999591e-01,1.302428149999999896e+00,-2.300235000000043328e+00
7.049999999999999600e-01,1.300098060000000055e+00,-2.361734999999953288e+00
7.059999999999999609e-01,1.297704680000000055e+00,-2.426994999999919855e+00
7.069999999999999618e-01,1.295244070000000081e+00,-2.496395000000006803e+00
7.079999999999999627e-01,1.292711890000000086e+00,-2.570360000000050604e+00
7.089999999999999636e-01,1.290103350000000093e+00,-2.649379999999950996e+00
7.099999999999999645e-01,1.287413130000000017e+00,-2.734019999999986794e+00
7.109999999999999654e-01,1.284635310000000086e+00,-2.824910000000045329e+00
7.119999999999999662e-01,1.281763310000000100e+00,-2.922795000000064647e+00
7.129999999999999671e-01,1.278789720000000019e+00,-3.028555000000096697e+00
7.139999999999999680e-01,1.275706199999999901e+00,-3.143189999999890460e+00
7.149999999999999689e-01,1.272503340000000094e+00,-3.267899999999940519e+00
7.159999999999999698e-01,1.269170399999999921e+00,-3.404095000000097571e+00
7.169999999999999707e-01,1.265695149999999991e+00,-3.553449999999997999e+00
7.179999999999999716e-01,1.262063500000000005e+00,-3.717994999999973516e+00
7.189999999999999725e-01,1.258259159999999932e+00,-3.900160000000028049e+00
7.199999999999999734e-01,1.254263179999999922e+00,-4.102930000000014843e+00
7.209999999999999742e-01,1.250053300000000034e+00,-4.329954999999927168e+00
7.219999999999999751e-01,1.245603269999999929e+00,-4.585775000000012369e+00
7.229999999999999760e-01,1.240881750000000006e+00,-4.876094999999963875e+00
7.239999999999999769e-01,1.235851079999999991e+00,-5.208114999999907013e+00
7.249999999999999778e-01,1.230465520000000090e+00,-5.591075000000046202e+00
7.259999999999999787e-01,1.224668929999999989e+00,-6.036960000000135551e+00
7.269999999999999796e-01,1.218391599999999908e+00,-6.561479999999960455e+00
7.279999999999999805e-01,1.211545969999999972e+00,-7.185489999999845168e+00
7.289999999999999813e-01,1.204020620000000097e+00,-7.937024999999948704e+00
7.299999999999999822e-01,1.195671920000000110e+00,-8.854060000000004038e+00
7.309999999999999831e-01,1.186312500000000103e+00,-9.988360000000056971e+00
7.319999999999999840e-01,1.175695200000000051e+00,-1.141033000000004449e+01
7.329999999999999849e-01,1.163491840000000055e+00,-1.385071999999991021e+01
7.339999999999999858e-01,1.147993760000000085e+00,-1.634220500000003540e+01
7.349999999999999867e-01,1.130807429999999947e+00,-1.886919500000010430e+01
7.359999999999999876e-01,1.110255369999999964e+00,-2.260234500000001390e+01
7.369999999999999885e-01,1.085602739999999899e+00,-2.699700999999993201e+01
7.379999999999999893e-01,1.056261349999999988e+00,-3.178722999999985177e+01
7.389999999999999902e-01,1.022028280000000011e+00,-3.651523399999996400e+01
7.399999999999999911e-01,9.832308819999999727e-01,-4.068566149999998061e+01
7.409999999999999920e-01,9.406569569999999603e-01,-4.394752749999992147e+01
7.419999999999999929e-01,8.953358270000000285e-01,-4.582871149999994032e+01
7.429999999999999938e-01,8.489995339999999446e-01,-4.726164449999998851e+01
7.439999999999999947e-01,8.008125379999999627e-01,-4.811553949999995439e+01
7.449999999999999956e-01,7.527684550000000030e-01,-4.761634499999991021e+01
7.459999999999999964e-01,7.055798479999999540e-01,-4.610511199999996279e+01
7.469999999999999973e-01,6.605582309999999957e-01,-4.433268799999996190e+01
7.479999999999999982e-01,6.169144720000000470e-01,-4.246748049999990826e+01
7.489999999999999991e-01,5.756232700000000202e-01,-3.986829049999994368e+01
7.500000000000000000e-01,5.371778910000000185e-01,-3.676659050000000661e+01
7.510000000000000009e-01,5.020900889999999617e-01,-3.317375149999998030e+01
7.520000000000000018e-01,4.708303879999999886e-01,-2.920648499999995806e+01
7.530000000000000027e-01,4.436771190000000087e-01,-2.513406649999998876e+01
7.540000000000000036e-01,4.205622549999999960e-01,-2.130345499999998538e+01
