frequency,Aol_dB,Aol_arg
4.606449740000000224e+06,2.586356269999999924e+01,1.220954959999999971e+02
4.821346190000000410e+06,2.557641609999999943e+01,1.209238670000000013e+02
5.046267830000000075e+06,2.528222039999999993e+01,1.197766129999999976e+02
5.281682339999999851e+06,2.498128080000000040e+01,1.186549760000000049e+02
5.528079209999999963e+06,2.467390929999999827e+01,1.175600100000000054e+02
5.785970799999999814e+06,2.436042159999999868e+01,1.164925870000000003e+02
6.055893339999999851e+06,2.404113429999999951e+01,1.154534000000000020e+02
6.338408099999999627e+06,2.371636219999999895e+01,1.144429719999999975e+02
6.634102509999999776e+06,2.338641619999999932e+01,1.134616659999999939e+02
6.943591429999999702e+06,2.305160109999999918e+01,1.125096949999999936e+02
7.267518379999999888e+06,2.271221399999999946e+01,1.115871350000000035e+02
7.606556910000000149e+06,2.236854310000000012e+01,1.106939320000000038e+02
7.961412000000000000e+06,2.202086620000000039e+01,1.098299200000000013e+02
8.332821509999999776e+06,2.166945009999999883e+01,1.089948279999999983e+02
8.721557720000000671e+06,2.131454970000000060e+01,1.081882939999999991e+02
9.128428949999999255e+06,2.095640799999999970e+01,1.074098759999999970e+02
9.554281210000000894e+06,2.059525530000000160e+01,1.066590640000000008e+02
1.000000000000000000e+07,2.023130949999999828e+01,1.059352849999999933e+02
1.046651209999999963e+07,1.986477629999999905e+01,1.052379190000000051e+02
1.095478759999999963e+07,1.949584880000000098e+01,1.045663030000000049e+02
1.146584169999999925e+07,1.912470839999999939e+01,1.039197400000000044e+02
1.200073709999999963e+07,1.875152479999999855e+01,1.032975090000000051e+02
1.256058600000000000e+07,1.837645639999999858e+01,1.026988670000000070e+02
1.314655250000000000e+07,1.799965089999999890e+01,1.021230580000000003e+02
1.375985509999999963e+07,1.762124590000000168e+01,1.015693150000000031e+02
1.440176900000000000e+07,1.724136890000000122e+01,1.010368699999999933e+02
1.507362900000000000e+07,1.686013859999999909e+01,1.005249510000000015e+02
1.577683200000000000e+07,1.647766449999999949e+01,1.000327910000000031e+02
1.651284040000000037e+07,1.609404830000000075e+01,9.955962820000000590e+01
1.728318439999999851e+07,1.570938390000000062e+01,9.910470829999999864e+01
1.808946580000000075e+07,1.532375779999999921e+01,9.866728770000000281e+01
1.893336130000000075e+07,1.493725000000000058e+01,9.824663479999999538e+01
1.981662550000000000e+07,1.454993430000000032e+01,9.784203080000000341e+01
2.074109510000000149e+07,1.416187850000000026e+01,9.745277169999999956e+01
2.170869230000000075e+07,1.377314510000000070e+01,9.707816800000000512e+01
2.272142910000000149e+07,1.338379160000000034e+01,9.671754640000000336e+01
2.378141130000000075e+07,1.299387079999999983e+01,9.637024929999999756e+01
2.489084289999999851e+07,1.260343149999999923e+01,9.603563549999999793e+01
2.605203089999999851e+07,1.221251819999999988e+01,9.571308009999999911e+01
2.726738969999999925e+07,1.182117200000000068e+01,9.540197440000000029e+01
2.853944639999999851e+07,1.142943050000000049e+01,9.510172599999999932e+01
2.987084610000000149e+07,1.103732849999999921e+01,9.481175799999999754e+01
3.126435730000000075e+07,1.064489780000000074e+01,9.453150909999999385e+01
3.272287739999999851e+07,1.025216759999999994e+01,9.426043300000000613e+01
3.424943920000000298e+07,9.859164729999999821e+00,9.399799779999999316e+01
3.584721710000000149e+07,9.465913979999999839e+00,9.374368579999999440e+01
3.751953310000000149e+07,9.072438079999999516e+00,9.349699250000000461e+01
3.926986479999999702e+07,8.678757989999999367e+00,9.325742619999999761e+01
4.110185150000000000e+07,8.284893009999999336e+00,9.302450770000000091e+01
4.301930270000000298e+07,7.890860980000000247e+00,9.279776889999999412e+01
4.502620520000000298e+07,7.496678369999999703e+00,9.257675270000000012e+01
4.712673220000000298e+07,7.102360469999999815e+00,9.236101220000000467e+01
4.932525129999999702e+07,6.707921419999999912e+00,9.215010999999999797e+01
5.162633400000000000e+07,6.313374439999999588e+00,9.194361709999999732e+01
5.403476500000000000e+07,5.918731819999999644e+00,9.174111299999999858e+01
5.655555229999999702e+07,5.524005090000000173e+00,9.154218430000000239e+01
5.919393720000000298e+07,5.129205119999999951e+00,9.134642399999999895e+01
6.195540610000000149e+07,4.734342139999999866e+00,9.115343140000000233e+01
6.484570079999999702e+07,4.339425890000000230e+00,9.096281050000000334e+01
6.787083129999999702e+07,3.944465670000000035e+00,9.077417020000000036e+01
7.103708770000000298e+07,3.549470420000000015e+00,9.058712269999999478e+01
7.435105390000000596e+07,3.154448790000000002e+00,9.040128359999999930e+01
7.781962059999999404e+07,2.759409230000000157e+00,9.021627039999999909e+01
8.145000009999999404e+07,2.364360009999999956e+00,9.003170230000000629e+01
8.524974120000000298e+07,1.969309350000000070e+00,8.984719959999999617e+01
8.922674490000000596e+07,1.574265440000000016e+00,8.966238219999999615e+01
9.338928050000000000e+07,1.179236549999999939e+00,8.947686989999999696e+01
9.774600359999999404e+07,7.842310489999999579e-01,8.929028089999999906e+01
1.023059730000000000e+08,3.892575039999999764e-01,8.910223150000000203e+01
1.070786700000000000e+08,-5.675252789999999867e-03,8.891233510000000706e+01
1.120740200000000000e+08,-4.005580570000000229e-01,8.872020190000000639e+01
1.173024090000000000e+08,-7.953813360000000499e-01,8.852543760000000361e+01
1.227747080000000000e+08,-1.190135029999999983e+00,8.832764310000000307e+01
1.285022970000000000e+08,-1.584808510000000004e+00,8.812641379999999458e+01
1.344970850000000000e+08,-1.979390500000000053e+00,8.792133859999999856e+01
1.407715370000000000e+08,-2.373868980000000128e+00,8.771199930000000222e+01
1.473386990000000000e+08,-2.768231060000000188e+00,8.749797010000000341e+01
1.542122280000000000e+08,-3.162462940000000167e+00,8.727881650000000491e+01
1.614064150000000000e+08,-3.556549749999999843e+00,8.705409489999999550e+01
1.689362200000000000e+08,-3.950475459999999828e+00,8.682335159999999519e+01
1.768172990000000000e+08,-4.344222710000000376e+00,8.658612270000000422e+01
1.850660400000000000e+08,-4.737772739999999594e+00,8.634193260000000691e+01
1.936995950000000000e+08,-5.131105190000000427e+00,8.609029409999999416e+01
2.027359160000000000e+08,-5.524197960000000407e+00,8.583070700000000386e+01
2.121937920000000000e+08,-5.917027039999999793e+00,8.556265820000000133e+01
2.220928890000000000e+08,-6.309566339999999940e+00,8.528562080000000378e+01
2.324537910000000000e+08,-6.701787460000000252e+00,8.499905339999999399e+01
2.432980420000000000e+08,-7.093659520000000107e+00,8.470239990000000319e+01
2.546481900000000000e+08,-7.485148889999999611e+00,8.439508870000000229e+01
2.665278370000000000e+08,-7.876218989999999920e+00,8.407653279999999540e+01
2.789616830000000000e+08,-8.266829960000000810e+00,8.374612890000000220e+01
2.919755830000000000e+08,-8.656938470000000052e+00,8.340325760000000344e+01
3.055965980000000000e+08,-9.046497309999999459e+00,8.304728339999999776e+01
3.198530490000000000e+08,-9.435455160000000063e+00,8.267755409999999472e+01
3.347745810000000000e+08,-9.823756200000000049e+00,8.229340159999999571e+01
3.503922210000000000e+08,-1.021133969999999991e+01,8.189414179999999988e+01
3.667384420000000000e+08,-1.059813980000000022e+01,8.147907549999999333e+01
3.838472340000000000e+08,-1.098408479999999976e+01,8.104748870000000238e+01
4.017541730000000000e+08,-1.136909709999999940e+01,8.059865379999999391e+01
4.204964910000000000e+08,-1.175309230000000049e+01,8.013183080000000302e+01
4.401131620000000000e+08,-1.213597930000000069e+01,7.964626889999999548e+01
4.606449740000000000e+08,-1.251765930000000004e+01,7.914120839999999646e+01
4.821346190000000000e+08,-1.289802539999999986e+01,7.861588290000000256e+01
5.046267830000000000e+08,-1.327696229999999922e+01,7.806952210000000036e+01
5.281682340000000000e+08,-1.365434559999999919e+01,7.750135509999999783e+01
5.528079210000000000e+08,-1.403004130000000060e+01,7.691061390000000131e+01
5.785970800000000000e+08,-1.440390550000000047e+01,7.629653790000000413e+01
6.055893340000000000e+08,-1.477578339999999990e+01,7.565837870000000009e+01
6.338408100000000000e+08,-1.514550939999999990e+01,7.499540550000000394e+01
6.634102510000000000e+08,-1.551290629999999915e+01,7.430691170000000056e+01
6.943591430000000000e+08,-1.587778510000000054e+01,7.359222130000000561e+01
7.267518380000000000e+08,-1.623994450000000001e+01,7.285069719999999904e+01
7.606556910000000000e+08,-1.659917109999999951e+01,7.208174900000000207e+01
7.961412000000000000e+08,-1.695523869999999889e+01,7.128484240000000227e+01
8.332821510000000000e+08,-1.730790899999999866e+01,7.045950929999999346e+01
8.721557720000000000e+08,-1.765693110000000132e+01,6.960535749999999666e+01
9.128428950000000000e+08,-1.800204229999999939e+01,6.872208270000000141e+01
9.554281210000000000e+08,-1.834296859999999896e+01,6.780947930000000667e+01
1.000000000000000000e+09,-1.867942550000000068e+01,6.686745229999999651e+01
1.046651210000000000e+09,-1.901111879999999843e+01,6.589602949999999737e+01
1.095478760000000000e+09,-1.933774610000000038e+01,6.489537319999999454e+01
1.146584170000000000e+09,-1.965899860000000032e+01,6.386579160000000144e+01
1.200073710000000000e+09,-1.997456250000000111e+01,6.280774960000000107e+01
1.256058600000000000e+09,-2.028412170000000003e+01,6.172187859999999660e+01
1.314655250000000000e+09,-2.058735970000000037e+01,6.060898530000000051e+01
1.375985510000000000e+09,-2.088396290000000022e+01,5.947005779999999930e+01
1.440176900000000000e+09,-2.117362359999999910e+01,5.830627080000000007e+01
1.507362900000000000e+09,-2.145604249999999880e+01,5.711898779999999931e+01
1.577683200000000000e+09,-2.173093289999999911e+01,5.590975989999999740e+01
1.651284040000000000e+09,-2.199802379999999857e+01,5.468032290000000017e+01
1.728318440000000000e+09,-2.225706320000000105e+01,5.343258980000000236e+01
1.808946580000000000e+09,-2.250782200000000088e+01,5.216864069999999742e+01
1.893336130000000000e+09,-2.275009680000000145e+01,5.089070910000000225e+01
1.981662550000000000e+09,-2.298371290000000045e+01,4.960116469999999822e+01
2.074109510000000000e+09,-2.320852749999999887e+01,4.830249349999999708e+01
2.170869230000000000e+09,-2.342443139999999957e+01,4.699727490000000074e+01
2.272142910000000000e+09,-2.363135099999999866e+01,4.568815659999999923e+01
2.378141130000000000e+09,-2.382924930000000074e+01,4.437782820000000328e+01
2.489084290000000000e+09,-2.401812689999999861e+01,4.306899279999999663e+01
2.605203090000000000e+09,-2.419802170000000174e+01,4.176433959999999956e+01
2.726738970000000000e+09,-2.436900819999999968e+01,4.046651570000000220e+01
2.853944640000000000e+09,-2.453119660000000124e+01,3.917809960000000302e+01
2.987084610000000000e+09,-2.468473060000000174e+01,3.790157630000000211e+01
3.126435730000000000e+09,-2.482978560000000101e+01,3.663931420000000116e+01
3.272287740000000000e+09,-2.496656580000000147e+01,3.539354569999999711e+01
3.424943920000000000e+09,-2.509530099999999919e+01,3.416634969999999782e+01
3.584721710000000000e+09,-2.521624369999999971e+01,3.295963809999999938e+01
3.751953310000000000e+09,-2.532966529999999850e+01,3.177514569999999949e+01
3.926986480000000000e+09,-2.543585300000000160e+01,3.061442339999999973e+01
4.110185150000000000e+09,-2.553510620000000131e+01,2.947883450000000138e+01
4.301930270000000000e+09,-2.562773290000000159e+01,2.836955409999999844e+01
4.502620520000000000e+09,-2.571404689999999960e+01,2.728757159999999971e+01
4.712673220000000000e+09,-2.579436450000000036e+01,2.623369519999999966e+01
4.932525130000000000e+09,-2.586900190000000066e+01,2.520855900000000105e+01
5.162633400000000000e+09,-2.593827260000000123e+01,2.421263109999999941e+01
5.403476500000000000e+09,-2.600248559999999998e+01,2.324622390000000038e+01
5.655555230000000000e+09,-2.606194280000000063e+01,2.230950470000000152e+01
5.919393720000000000e+09,-2.611693809999999871e+01,2.140250719999999873e+01
6.195540610000000000e+09,-2.616775589999999951e+01,2.052514340000000104e+01
6.484570080000000000e+09,-2.621466979999999936e+01,1.967721560000000025e+01
6.787083130000000000e+09,-2.625794229999999985e+01,1.885842799999999997e+01
7.103708770000000000e+09,-2.629782360000000097e+01,1.806839859999999831e+01
7.435105390000000000e+09,-2.633455209999999980e+01,1.730666980000000166e+01
7.781962060000000000e+09,-2.636835329999999900e+01,1.657271940000000043e+01
8.145000010000000000e+09,-2.639944039999999958e+01,1.586596980000000023e+01
8.524974120000000000e+09,-2.642801430000000096e+01,1.518579760000000078e+01
8.922674490000000000e+09,-2.645426360000000088e+01,1.453154190000000057e+01
9.338928050000000000e+09,-2.647836519999999894e+01,1.390251209999999915e+01
9.774600360000000000e+09,-2.650048449999999889e+01,1.329799440000000033e+01
